ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
complaint,Ignored Maintenance Request,"I've repeatedly contacted my landlord regarding broken HVAC units since last month; however, there's still silence on whether anyone will address these urgent repairs.",office leasing and tenant support,,,,
complaint,Printer Connectivity Issue,My laptop can't connect to the shared printer anymore; I've tried troubleshooting steps already.,IT and office technology support,,,,
complaint,Neglected Office Space,"Oh great, another glorious Monday where my coffee mug is still dirty because apparently someone forgot how important cleanliness at work really is.",office cleaning and janitorial services,,,,
complaint,Overbooked Meeting Room,My meeting room is double-booked again! I can't find another space; my presentation tomorrow depends on having access!,shared workspace and coworking,,,,
complaint,Printer connectivity failure,"Hello, I'm having trouble connecting my printer via Wi-Fi at work today; I've tried restarting both devices but still can't get anything printed out.",IT and office technology support,,,,
complaint,Restricted Access Issue,"I've encountered repeated difficulties accessing my designated spot at Lot B due to malfunctioning gate controls since last Monday. Despite multiple attempts over several weeks now, I've received inconsistent responses regarding maintenance updates; however, I still find myself unable to enter without assistance each time.",office parking and access control,,,,
complaint,Elevator Malfunction,Our elevator has stopped working intermittently since yesterday afternoon; urgent repair needed.,office building management and facilities,,,,
complaint,Late Parcel Delivery,"Oh great, another package arriving after my cat's birthday party—because who needs timely deliveries anyway?",mail and courier services,,,,
complaint,Broken Elevator,I'm reaching out because my apartment's elevator has broken down again today; I've already called maintenance twice last month without resolution.,office building management and facilities,,,,
complaint,Broken Elevator,Our elevator stopped working yesterday; can't access upper floors.,office building management and facilities,,,,
complaint,Disputed Property Tax Increase,My landlord just sent me notice claiming my rent will skyrocket due to increased taxes! This is outrageous; I've never seen such steep hikes before. I can't afford these sudden costs without compromising on essentials.,business rates and property tax disputes,,,,
complaint,Wi-Fi connectivity failure,My laptop can't connect to Wi-Fi at my desk; please fix ASAP.,shared workspace and coworking,,,,
complaint,Unattended phone calls,"Every time I leave my room unattended at night, someone answers! It's terrifying; I'm constantly worried they'll come over uninvited!",reception and front desk services,,,,
complaint,Broken Printer Connectivity,My printer won't connect since yesterday! This is unacceptable; I have urgent documents waiting!,IT and office technology support,,,,
complaint,Missed Cleaning Day,"We have noticed missing scheduled cleanings on consecutive weeks; specifically, Zone B's Sme Offices were overlooked last Monday.",office cleaning and janitorial services,,,,
complaint,Conference Room Booking Error,I've encountered multiple booking errors while trying to reserve Conference Room B on Monday mornings over the last month; can someone assist me?,conference room and meeting space management,,,,
complaint,Printer Connectivity Issue,My laptop can't connect to the shared printer on my network.,IT and office technology support,,,,
complaint,Lease Terms Discrepancy,"Upon reviewing my signed agreement versus what I actually received at move-in, I've noticed significant discrepancies regarding both the stated lease term duration as opposed to what's outlined on paper now.",office leasing and tenant support,,,,
complaint,Complaints About Office Air Conditioning,"I'm reaching out because my air conditioning has stopped working since yesterday afternoon; despite multiple attempts at resetting, there's still no relief on these sweltering summer days.",office utilities and building services,,,,
complaint,Broken Office Chair,"My new ergonomic chair is supposed to help me work comfortably all day long! But every time I sit down after lunch, my back starts hurting immediately because there's clearly still broken springs inside. This isn't what I'm paying thousands for; I've never experienced such discomfort before at another workplace!",office fit-out and renovation,,,,
complaint,Inadequate Hand Sanitizer Stations,I'm reaching out because I've noticed there aren't enough hand sanitizer dispensers around my workspace; despite multiple requests over the last month.,office health and safety compliance,,,,
complaint,Visitor Badge System Glitch,I'm really puzzled because my badge isn't letting me into meetings today; I checked twice but still can't get access.,office security and visitor management,,,,
complaint,Missed Cleaning Day,This is absolutely unacceptable! We were supposed to have today's scheduled clean-up on Zone B - Sme Offices but got zero service today as usual? I've called multiple times before without resolution—this negligence can't continue!,office cleaning and janitorial services,,,,
complaint,Non-compliant fire extinguisher,"Dear Office Safety Compliance Team, It has come to my attention through routine inspection within our department's workspace located on floor three at Westside Building that there is currently a non-compliant fire extinguisher present without proper certification tags visible as per OSHA regulations. This oversight poses potential risks regarding emergency preparedness should unforeseen incidents occur. Given these circumstances, I kindly request immediate action towards rectifying this matter so all equipment meets current standards set forth under workplace safety guidelines.",office health and safety compliance,,,,
complaint,Disputed Property Tax Increase,"Dear Sir/Madam, I am reaching out regarding my recent notice on increased property taxes which seems unjustified given current market conditions. My property's valuation has remained stable over several years; however, I've noticed significant hikes compared to neighboring properties within similar classifications. This sudden increase is causing financial strain as I'm already stretched thin managing other expenses related to maintaining commercial premises.",business rates and property tax disputes,,,,
complaint,Delayed Parcel Delivery,"My parcel tracking number ABC123456 has shown as delivered on March 15th; however, I have yet received my package despite multiple inquiries.",mail and courier services,,,,
complaint,Parking Lot Chaos,Finally found my car after circling around twice! Who thought giving out free valet service would mean chaos?,office parking and access control,,,,
complaint,Unauthorized Visitor Access,"My name is John Smith; I work at Acme Corp's downtown branch. Last night around midnight, someone entered my building without proper identification while I'm away on vacation! This has never happened before—it's extremely concerning given recent break-ins reported nearby. Please advise immediately as I've already contacted local authorities but would appreciate additional guidance.",office security and visitor management,,,,
complaint,Neglected Office Space,Seriously? Another coffee spill on my desk! I thought you'd finally get around to tackling these messes after all those promises.,office cleaning and janitorial services,,,,
complaint,Disputed Property Tax Increase,Hey there! Just got my bill notice - they're hiking up my property's taxes again? This isn't fair; I haven't made changes since last year!,business rates and property tax disputes,,,,
complaint,Complaints About Office Air Conditioning,Hey there! Our AC has decided to take a vacation without notice again today; I'm freezing here at my desk!,office utilities and building services,,,,
complaint,Printer Connectivity Issue,I've encountered persistent problems connecting my laptop to the shared printer on floor three since yesterday afternoon; despite multiple attempts at troubleshooting as per previous guidance.,IT and office technology support,,,,
complaint,Complaints About Office Air Conditioning,"I've noticed my air conditioning has stopped working since last Monday; despite multiple calls over the weekend, there's still no resolution.",office utilities and building services,,,,
complaint,Inadequate Office Space,"I've recently moved into my new office space on Main Street, expecting ample room as advertised. Unfortunately, I've found myself constantly bumping elbows due to overcrowding; there's barely enough desk space between workstations! This is quite disappointing given I chose these premises based solely upon its spacious layout.",commercial property and workspace rental,,,,
complaint,Urgent printer malfunction,My laptop's connection is failing constantly; I can't print anything!,IT and office technology support,,,,
complaint,Unsecured Office Entrance,My car got broken into again because there's absolutely NO SECURITY at my building's entrance!,office security and visitor management,,,,
complaint,Unauthorized Building Access,I've noticed my colleagues entering the premises unannounced several times over the last month; I am concerned as there is currently sensitive work being conducted here.,office leasing and tenant support,,,,
complaint,Broken Elevator,Our building's elevator stopped working again last night; can someone fix it?,office leasing and tenant support,,,,
complaint,Power Outage Disrupts Work,This is incredibly frustrating! Our power went out again today at around noon while I have important client calls scheduled throughout my afternoon meetings. I've checked all outlets but there's still no electricity anywhere on floor three where I'm located. This isn't just inconvenient; it's costing me valuable time right now!,shared workspace and coworking,,,,
complaint,Conference Room Booking Chaos,Seriously? I booked my team’s weekly strategy session last Friday at Conference Hall B because everyone said you'd sorted out those double-booking snafus! Well guess what - someone else's project got shoved into mine too?! Now I'm stuck trying to reschedule while they play musical chairs!,conference room and meeting space management,,,,
complaint,Wi-Fi connectivity problems,"Hey there! I've run into quite the snag here at my desk space downtown. For starters, I can't seem to get stable Wi-Fi connection all afternoon today—it's super frustrating since I'm trying to work on several projects remotely. Also noticed other folks having similar trouble; maybe there's just too many people using it? Any quick fixes would really help out!",shared workspace and coworking,,,,
complaint,Inadequate Parking Space,I've noticed there's barely enough room at my allocated parking spot; other tenants seem to have larger spaces which is quite inconvenient.,commercial property and workspace rental,,,,
complaint,Broken Elevator,This is incredibly frustrating! Our building's elevator has stopped working entirely since yesterday afternoon; I'm on floor twelve now stuck between floors four and five without access to my workspace below ground level. This isn't just inconvenient—it's impossible given today's weather forecast predicting heavy snowfall overnight.,office leasing and tenant support,,,,
complaint,Inadequate Office Lighting,"Dear Sir/Madam, I am reaching out regarding my recent experience at the new workspace provided on Elm Street. Unfortunately, I've found myself struggling due to inadequate lighting conditions which have made reading documents quite challenging throughout various times of the workday. This is particularly problematic as most tasks require attention to detail under natural light settings; however, current fixtures do little to compensate once daylight fades away. Could there possibly be room for improvement here? Your prompt assistance would greatly enhance productivity.",office fit-out and renovation,,,,
complaint,Unattended phone calls,"Every time I leave my room unattended at night, someone answers! It's terrifying; I'm constantly worried they'll come over uninvited!",reception and front desk services,,,,
complaint,Missed Cleaning Day,Our building's lobby has accumulated trash since yesterday due to missing today's scheduled clean-up service. This oversight is causing inconvenience among tenants who frequent the space daily.,office cleaning and janitorial services,,,,
complaint,Broken Fire Extinguisher,Hey there! Just noticed my fire extinguisher is missing its pin - looks pretty old too. Should I get someone out here?,office health and safety compliance,,,,
complaint,Lost Reservation Confirmation,I'm reaching out because I lost my reservation confirmation email after booking through your website last night at around 7 PM. My name is John Smith; I'm scheduled as Mr. Johnson on April 15th starting sharp at noon. Could someone please resend me the necessary information? I've tried checking back online multiple times without success.,reception and front desk services,,,,
complaint,Confused Parking Signage,I'm really lost here; all these new signs around my building just don't make sense at all! Can someone explain what's going on?,office parking and access control,,,,
complaint,Ceiling Leak During Renovation,My ceiling has developed multiple leaks since yesterday's work began on my apartment’s new bathroom remodel! It's causing water damage already; I can't even dry out clothes properly now because they're getting soaked every time they hang up there!,office fit-out and renovation,,,,
complaint,Inadequate Wi-Fi Connectivity,"Dear Support Team, I am currently working at XYZ Co-working Space on floor C and have encountered persistent problems with internet connectivity throughout my workday. Despite multiple attempts using different devices, all show significant lagging speeds which is severely impacting productivity.",shared workspace and coworking,,,,
complaint,Lost Luggage,My suitcase arrived at my hotel but I can't find it anywhere on arrival today. I've checked all rooms including mine twice now without success.,reception and front desk services,,,,
complaint,Unauthorized Building Access,"On multiple occasions over the last month, I have observed unfamiliar individuals entering my leased premises at odd hours while I'm away on business trips.",office leasing and tenant support,,,,
complaint,Improper Ventilation Concerns,I've noticed several employees feeling dizzy due to poor air circulation; immediate action is required.,office health and safety compliance,,,,
complaint,Inadequate Fire Extinguishers,"I'm reaching out because I've noticed several fire extinguishers around my workspace have expired dates on them; I believe they may pose serious risks if used unexpectedly. Despite previous reminders sent via email last month regarding regular checks as per OSHA guidelines, these essential items still seem neglected here at XYZ Corp's downtown branch.",office health and safety compliance,,,,
complaint,Inadequate Wi-Fi Connectivity,I've encountered persistent problems accessing reliable internet at my desk today; can someone assist me?,shared workspace and coworking,,,,
complaint,Lease Renewal Denied,This is absolutely unacceptable! I have always paid my rent on time; why am I being denied? My landlord just ignored all previous communications regarding renewing my contract!,office leasing and tenant support,,,,
complaint,Faulty Air Conditioning Unit,My office space's air conditioning stopped working last night despite multiple attempts at resetting according to instructions on your website. This is causing significant discomfort as temperatures have risen sharply since then.,commercial property and workspace rental,,,,
complaint,Printer Connectivity Issue,My laptop can't connect to the shared printer on my network.,IT and office technology support,,,,
complaint,Unreliable Visitor Badge System,"Oh great, another time my badge didn't work! I spent ages trying to get into yesterday's meeting because apparently, technology hates me more than coffee does on Monday mornings. And don't even start on how long I've waited outside just waiting for someone who clearly forgot I'm there too.",office security and visitor management,,,,
complaint,Printer malfunction,This is absolutely ridiculous! My printer has stopped working out of nowhere today while I'm printing important documents needed immediately at work. I've tried restarting multiple times but still can't get anything printed. I demand immediate assistance; my productivity depends on fixing this ASAP!,IT and office technology support,,,,
complaint,Broken Elevator,My office is on the fifth floor now! This broken elevator has made my daily commute impossible since last Monday!,commercial property and workspace rental,,,,
complaint,Broken Office Chair,Hey there! I just got back into my new workspace after moving everything over again because someone left behind these broken chairs at each desk—it's quite awkward having half-empty seats.,office fit-out and renovation,,,,
complaint,Visitor Badge System Glitch,I'm really puzzled because my badge isn't letting me into meetings today; I checked twice but still can't get access.,office security and visitor management,,,,
complaint,Wi-Fi connection dropped,My Wi-Fi keeps disconnecting every few minutes; can someone assist?,shared workspace and coworking,,,,
complaint,Late Package Delivery,Hey there! I ordered my package last Friday but haven't received anything yet—it's supposed to arrive today according to tracking info? Can someone look into why there's such a delay?,mail and courier services,,,,
complaint,Late Parcel Delivery,My parcel arrived three business days late despite being scheduled as express delivery.,mail and courier services,,,,
complaint,Complaints About Office Air Conditioning,Our air conditioning has stopped working since yesterday afternoon; please address as soon as possible.,office utilities and building services,,,,
complaint,Unauthorized Parking,My car has been parked outside my leased space without permission since yesterday evening.,office leasing and tenant support,,,,
complaint,Unresponsive Elevator,My floor's elevator isn't working since yesterday; can someone fix it?,office utilities and building services,,,,
complaint,Unsecured Office Entrance,My car got broken into again because I left my gate open last night! This is unacceptable!,office security and visitor management,,,,
complaint,Disputed Rent Payment,This is absolutely unacceptable! I paid my monthly lease on time last month as always but now they're saying I'm behind because they can't find proof? I've got bank statements showing everything clear - why am I being treated unfairly?! This needs immediate resolution before things escalate!,office leasing and tenant support,,,,
complaint,Urgent printer malfunction,My team can't print reports anymore! We've tried everything but still getting error messages on all printers.,IT and office technology support,,,,
complaint,Parking Lot Chaos,"Oh great, another glorious Monday where my car is parked on top of someone's belongings because apparently, someone forgot how important parallel lines really were last weekend! And let's just ignore the fact I have keys now; who needs those anyway? Next time I'm going to park outside—because clearly, there's nowhere better.",office parking and access control,,,,
complaint,Broken Elevator,My entire office is stuck on floor five because someone broke my elevator! This can't happen again!,commercial property and workspace rental,,,,
complaint,Complaints About Office Air Conditioning,"Our air conditioning has stopped working since yesterday afternoon; despite multiple calls over the last three hours, there is still no resolution.",office utilities and building services,,,,
complaint,Overbooked Meeting Room,My meeting room is double-booked again! I can't find another space; my presentation tomorrow depends on having access!,shared workspace and coworking,,,,
complaint,Printer Connectivity Issue,"My printer just stopped working today! I tried everything - restarting both devices, checking cables... Nothing works anymore. This is critical as I'm preparing reports due tomorrow!",IT and office technology support,,,,
complaint,Complaining About Office Air Quality,"Dear Sir/Madam, I trust you're enjoying these delightful fumes wafting through my cubicle every time someone decides to cook lunch at home—because who needs fresh air anyway? It's as if they've forgotten how much oxygen is essential! Please advise on getting rid of whatever culinary nightmare you've unleashed upon me.",office utilities and building services,,,,
complaint,Printer Connectivity Issue,"Dear Support Team, I've encountered persistent problems connecting my printer via Wi-Fi since yesterday afternoon; despite multiple attempts at troubleshooting as per online guides, there's still no success. This is quite inconvenient given I rely heavily on printing documents daily. Kind regards, A Concerned User",IT and office technology support,,,,
complaint,Faulty Air Conditioning Unit,"Dear Sir/Madam, I am reaching out regarding my office space at Lot B12 where I've encountered persistent problems with the air conditioning units installed last month; they fail intermittently despite multiple service calls.",commercial property and workspace rental,,,,
complaint,Complaints About Office Air Conditioning,Our air conditioning has stopped working again; very uncomfortable without AC.,office utilities and building services,,,,
complaint,Delayed Office Move-In,We were scheduled to receive keys on April 5th; today is May 10th without updates.,office leasing and tenant support,,,,
complaint,Printer Connectivity Issue,Our HP OfficeJet Pro series printer is intermittently losing connection despite being on the same network as other devices.,IT and office technology support,,,,
complaint,Missing Cleaning Day,Hey there! Just noticed my desk is still covered in yesterday's coffee spill because I didn't get cleaned up on time last Tuesday.,office cleaning and janitorial services,,,,
complaint,Late Parcel Delivery,This is absolutely unacceptable! My parcel arrived three whole business days late despite being promised delivery within yesterday's slot. I have urgent documents inside needing immediate attention at my office location downtown. This delay has caused me significant inconvenience as I'm now scrambling to find alternative solutions quickly.,mail and courier services,,,,
complaint,Unrecognized Visitor Access,My colleague mentioned someone entered without badge; how do I confirm if they were authorized?,office security and visitor management,,,,
complaint,Wi-Fi Connectivity Issues,"I've encountered persistent problems connecting my laptop's Wi-Fi at the co-working space today; despite multiple attempts across different devices, none seem able to establish a stable connection.",shared workspace and coworking,,,,
complaint,Faulty Air Conditioning Unit,My office's AC stopped working last night; urgent repair needed.,commercial property and workspace rental,,,,
complaint,Faulty Air Conditioning Unit,"I've noticed my air conditioning has stopped working since last Monday; despite multiple attempts at resetting both inside and outside units, there's still no cooling effect on hot summer afternoons here.",commercial property and workspace rental,,,,
complaint,Inadequate Office Space,"I've recently moved into my new office space on Main Street, expecting ample room as advertised. Unfortunately, I've found myself constantly bumping elbows due to overcrowding; there's barely enough desk space between workstations! This is quite disappointing given I chose these premises based solely upon its spacious layout.",commercial property and workspace rental,,,,
complaint,Unsafe Office Equipment,My chair broke today; I can't work safely anymore!,office health and safety compliance,,,,
complaint,Dispute on Rent Increase,I'm really puzzled because I just got my lease renewal notice showing higher monthly payments than last year without explanation; can someone clarify why there's such a sudden jump?,office leasing and tenant support,,,,
complaint,Broken Elevator,"Dear Office Management, I am reaching out regarding the broken elevator on floor five which has rendered my daily commute impossible since yesterday afternoon.",office building management and facilities,,,,
complaint,Incorrect Guest Information,"Hello, I recently stayed at your hotel under my name John Smith; however, upon checking out today, I've noticed on my bill there's another guest listed as Jane Doe who never checked into her room. This seems quite unusual since I'm certain there were always just myself staying here throughout my stay last weekend.",reception and front desk services,,,,
complaint,Confused About Property Tax Bill,My recent bill seems higher than usual; can someone explain why?,business rates and property tax disputes,,,,
complaint,Complaints About Office Air Conditioning,Hey there! Our AC has decided to take a vacation without notice again today.,office utilities and building services,,,,
complaint,Unauthorized vehicle entry,I've noticed several unauthorized vehicles entering my designated space on multiple occasions over the last month despite having paid monthly fees.,office parking and access control,,,,
complaint,Complaints About Office Air Quality,"Dear Facilities Team, I trust you're enjoying these lovely smog-filled mornings as much as I'm loving my new personal air purifier! It's quite refreshing compared to what seems to have become standard indoor atmosphere here—smoke-free but still smelling faintly of last week's barbecue party downstairs? Oh wait... never mind.",office building management and facilities,,,,
complaint,Complaints About Office Air Conditioning,Hey there! I've noticed my AC has stopped working since yesterday afternoon; I'm sitting here sweating through what should have been cool weather today at work. It's really uncomfortable out there without proper air conditioning.,office utilities and building services,,,,
complaint,Missed Cleaning Day,This is absolutely unacceptable! We were supposed to have today's scheduled clean-up on Zone B - Sme Offices but got zero service today as usual? I've called multiple times before without resolution—this negligence can't continue!,office cleaning and janitorial services,,,,
complaint,Inadequate Wi-Fi Connectivity,This is ridiculous! I've tried connecting multiple times today but my internet keeps dropping out every few minutes while I'm working on client projects here at Central Hub Co-working Space.,shared workspace and coworking,,,,
complaint,Elevator Outage,My apartment's lift stopped working again; I'm stuck on floor five all night!,office leasing and tenant support,,,,
complaint,Blocked Office Entrance,My car is stuck at my usual spot because someone parked there all night! I can't get into work now!,office parking and access control,,,,
complaint,Missing Cleaning Day,Hey there! Just noticed my desk is still covered in yesterday's coffee spill because I didn't get cleaned up on time last Tuesday.,office cleaning and janitorial services,,,,
complaint,Blocked Office Parking,This is absolutely ridiculous! I've parked my car here every weekday without fail until today because I heard there were new restrictions due to construction work around the building's entrance. Now I'm being told there's nowhere left but outside on Main Street where cars double park all over? This isn't just inconvenient; it's dangerous now too since drivers can't see me coming out at rush hour!,office parking and access control,,,,
complaint,Missed Cleaning Day,Your service skipped my building's scheduled clean on Tuesday! This is unacceptable; I demand immediate rescheduling!,office cleaning and janitorial services,,,,
complaint,Missed Cleaning Day,Our weekly clean on Tuesday went unfulfilled; please address.,office cleaning and janitorial services,,,,
complaint,Unrecognized Visitor Detected,"During my last visit on Tuesday afternoon at around 14:30, I noticed someone who wasn't listed as part of today's scheduled visitors entering through gate C.",office security and visitor management,,,,
complaint,Delayed Package Delivery,"My package is overdue! It's already three business days late according to my tracking number, which I checked yesterday evening at home office time. This delay has caused significant disruption as I'm expecting important documents needed urgently today. Can someone please look into why there's such a massive hold-up? I've contacted other couriers before but never faced delays on delivery dates.",mail and courier services,,,,
complaint,Complaints About Office Air Quality,I've noticed quite unpleasant odors coming through my workspace lately; they seem persistent despite regular maintenance checks last month. It's becoming increasingly difficult to focus on work due to these smells emanating throughout the floor plan.,office building management and facilities,,,,
complaint,Late Package Delivery,My package arrived three days late despite being scheduled as express.,mail and courier services,,,,
complaint,Broken Air Conditioning,My entire floor is sweltering! It's July outside but inside my apartment feels more like August without AC working since last night!,office utilities and building services,,,,
complaint,Broken Elevator,This is unacceptable! Our office building's elevator has broken down again today after just fixing last month’s repair bill. I demand immediate action!,commercial property and workspace rental,,,,
complaint,Disputed Property Tax Increase,Received notice of unexpected $500 increase on my annual commercial rate; believe there's an error.,business rates and property tax disputes,,,,
complaint,Blocked Office Entrance,My car is stuck at my usual spot; someone parked there all night.,office parking and access control,,,,
complaint,Urgent Carpet Stains,Found massive stains on carpets today; immediate attention needed!,office cleaning and janitorial services,,,,
complaint,Unsafe Office Equipment,Your company is providing faulty chairs! I've fallen twice already because they collapse under me; fix these immediately!,office health and safety compliance,,,,
complaint,Blocked Office Entrance,My car is stuck at my usual spot; someone parked there all night.,office parking and access control,,,,
complaint,Conference Room Booking Chaos,Seriously? I booked my team’s weekly strategy session last Friday at Conference Hall B because everyone said you'd sorted out those double-booking snafus! Well guess what - someone else's project got shoved into mine too?! Now I'm stuck trying to reschedule while they play musical chairs!,conference room and meeting space management,,,,
complaint,Late Package Delivery,Hey there! I ordered my package last Friday but haven't received anything yet—it's supposed to arrive today according to tracking info? Can someone look into why there's such a delay?,mail and courier services,,,,
complaint,Late Parcel Delivery,My parcel arrived three business days late despite being scheduled as express delivery.,mail and courier services,,,,
complaint,Delayed HVAC Repairs,"Our air conditioning stopped working last Monday; despite multiple calls over three weeks ago, there's still no repair team on site.",office leasing and tenant support,,,,
complaint,Broken Elevator,My entire team is stuck on floor five because the elevator broke down again! This has happened three times now since last month; I demand immediate repair!,office building management and facilities,,,,
complaint,Printer Connectivity Issue,I've encountered persistent problems connecting my laptop to the shared printer on floor three; despite multiple attempts at troubleshooting as per previous guidance received via email.,IT and office technology support,,,,
complaint,Incorrect Guest Information,"Upon arrival at my recent stay on April 5th, I noticed several discrepancies between what is listed under guest information versus actual records held within your database systems; specifically, there appears to have been multiple instances where personal identifiers such as names were mismatched across various departments including housekeeping and room service.",reception and front desk services,,,,
complaint,Disputed Electricity Bill,Hey there! I just got my latest bill but there's clearly double-charged on electricity usage; can someone look into this?,office leasing and tenant support,,,,
complaint,Late Parcel Delivery,"Dear Support Team, I'm reaching out because my parcel arrived three business days late despite being scheduled as express delivery on April 5th. This delay has caused inconvenience since I needed its contents urgently. Sincerely, A Concerned Customer",mail and courier services,,,,
complaint,Conference Room Booking Error,"I've encountered repeated booking errors on my account while trying to reserve Conference Room B last Thursday evening; despite multiple attempts at rescheduling through different timeslots as per availability shown online, I still couldn't secure a slot due to persistent double-booking notifications.",conference room and meeting space management,,,,
complaint,Non-compliant fire extinguisher,"Dear Office Safety Compliance Team, It has come to my attention through routine inspection within our department's workspace located on floor three at Westside Building that there is currently a non-compliant fire extinguisher present without proper certification tags visible as per OSHA regulations. This oversight poses potential risks regarding emergency preparedness should unforeseen incidents occur. Given these circumstances, I kindly request immediate action towards rectifying this matter so all equipment meets current standards set forth under workplace safety guidelines.",office health and safety compliance,,,,
complaint,Missed Cleaning Day,"Dear team, I regretfully have noticed my building's floor has become quite dusty since yesterday due to missing today's scheduled clean-up service as per usual practice; can someone please confirm if there is indeed another appointment? This oversight affects both work efficiency and comfort levels significantly.",office cleaning and janitorial services,,,,
complaint,Unfair Property Tax Increase,This is absolutely ridiculous! My property's assessed value has skyrocketed without my consent leading to an unjustified hike in taxes every year now. I demand immediate review; I'm being overcharged based on outdated information!,business rates and property tax disputes,,,,
complaint,Unrecognized Visitor Detected,"During my last visit on Tuesday afternoon at around 14:30, I noticed someone who wasn't listed as part of today's scheduled visitors entering through gate C.",office security and visitor management,,,,
complaint,Elevator Outage,Hey there! Our main office floor's stuck without elevators since yesterday afternoon; really inconvenient!,office leasing and tenant support,,,,
complaint,Complaints About Office Air Conditioning,Hey there! Our AC has decided to take a vacation without notice again today; I'm freezing here at my desk!,office utilities and building services,,,,
complaint,Misrepresented Office Space,This is absolutely unacceptable! I signed up based on being promised at least 1500 sq ft but what I've got here barely reaches half that size—it's just ridiculous. I'm furious because my business can't operate properly without adequate space as per contract!,office leasing and tenant support,,,,
complaint,Blocked Office Parking,My car is stuck outside my building every weekday! This new gate policy has made me late all month!,office parking and access control,,,,
complaint,Unresponsive Elevator,"Hello there, I'm at floor five right now because my elevator isn't working again! It's happened three times today already; I can't even get back down without using stairs every time. This is getting really frustrating as I've got meetings scheduled below ground level too.",office utilities and building services,,,,
complaint,Broken Elevator,"Oh great, another broken elevator! Just what I needed on my way up today.",office building management and facilities,,,,
complaint,Missed Cleaning Day,"Dear Janitorial Services Team, I am reaching out regarding my recent experience at XYZ Corporation's main branch on Elm Street where I've noticed missing scheduled cleanings over several consecutive weeks now totaling three instances since last month’s service date as per records provided upon request.",office cleaning and janitorial services,,,,
complaint,Broken Elevator,I've noticed my elevator has stopped working since yesterday; can someone look into fixing it as soon as possible?,office building management and facilities,,,,
complaint,Unprofessional Reception Staff,I've just checked into my room at Hotel Grandeur expecting courteous service but instead got yelled at! My reservation is confirmed; I shouldn't have needed special treatment because I'm paying top dollar here. This isn't what luxury hotels should offer—immediate attention without being treated rudely!,reception and front desk services,,,,
complaint,Broken Printer Paper,My printer just stopped working because there's NO paper left! I've run out multiple times already today; I can't believe I'm stuck without printing documents!,IT and office technology support,,,,
complaint,Parking Space Dispute,I'm really at my wit's end here! I moved into building A last month expecting ample space around me but turns out there's barely room left without stepping on someone's toes—literally speaking—and now I'm being told there aren't enough spots because someone parked theirs outside? This is ridiculous; where do they expect everyone to park?,office leasing and tenant support,,,,
complaint,Broken Elevator,Hey there! Just moved into my new office space on Maple Street last month but today I discovered there's actually broken elevator service since yesterday afternoon.,commercial property and workspace rental,,,,
complaint,Broken Elevator,My office is on the fifth floor now! This broken elevator has made my daily commute impossible since last Monday!,commercial property and workspace rental,,,,
complaint,Conference Room Booking Chaos,Seriously? I booked my team’s weekly strategy session last Friday at Conference Hall B because everyone said you'd sorted out those double-booking snafus! Well guess what - someone else's project got shoved into mine too?! Now I'm stuck trying to reschedule while they play musical chairs!,conference room and meeting space management,,,,
complaint,Disputed Property Tax Assessment,My property's assessed value has increased significantly without my consent; I request immediate review.,business rates and property tax disputes,,,,
complaint,Delayed Parcel Delivery,My parcel arrived three business days late despite being scheduled as express delivery.,mail and courier services,,,,
complaint,Broken Elevator,Our office on floor seven is stuck due to elevator failure; critical meetings can't proceed!,commercial property and workspace rental,,,,
complaint,Wi-Fi connectivity at desk,I'm really struggling here; my Wi-Fi keeps dropping out every few minutes while I'm working on projects.,shared workspace and coworking,,,,
complaint,Disputed Property Tax Increase,My property's assessed value has skyrocketed without my consent leading to unfairly high taxes last year; I believe there's room for negotiation on these figures.,business rates and property tax disputes,,,,
complaint,Missed Cleaning Day,Our weekly clean on Tuesday went unfulfilled; please address.,office cleaning and janitorial services,,,,
complaint,Billing Discrepancy Notice,I'm really puzzled because my latest bill shows charges I don't recognize; there seem to have been errors since I've always paid on time.,office leasing and tenant support,,,,
complaint,Unauthorized Branding on Office Wall,Found unauthorized company logo painted over my wall without permission.,office leasing and tenant support,,,,
complaint,Faulty Air Conditioning Unit,This is absolutely unacceptable! My office space has suffered without air conditioning since last Monday due to maintenance neglect on your part. I demand immediate repair service as my work environment becomes increasingly unbearable each passing hour.,commercial property and workspace rental,,,,
complaint,Unfair Property Tax Increase,This is absolutely ridiculous! My property's value assessment has skyrocketed without my consent; I can't believe I'm being hit with such an exorbitant increase on top of everything already going through me financially right now!,business rates and property tax disputes,,,,
complaint,Conference Room Booking Error,Hey there! I just tried booking my usual spot at Conference Hall B last Friday but got told there's already someone booked? That's odd because I've never seen anyone scheduled before on those dates. Can you double-check what's going down?,conference room and meeting space management,,,,
complaint,Blocked Office Entrance,I've noticed my car is consistently blocked at the main entrance every Monday due to maintenance work being done on adjacent units; can someone address how long these obstructions will persist?,office parking and access control,,,,
complaint,Unsafe Office Equipment,My chair is broken! I've tried everything but can't sit comfortably anymore without pain every time I get up after working hours at my desk here. This isn't just inconvenient; it's causing me serious discomfort throughout the entire workday!,office health and safety compliance,,,,
complaint,Complaining About Office Air Quality,Seriously? It's spring break! Why is my air still smelling faintly of last year's Christmas tree decorations?,office utilities and building services,,,,
