ticket_type,subject,text,domain,issue_severity,issue_urgency,business_impact,safety_concern,source
complaint,Electrical Hazard Concern at Office Space,The recent power surge has caused multiple circuit breakers to trip regularly within our shared workspace premises leading us into an uncomfortable situation of working without reliable electricity supply every afternoon.,IT and Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,Dangerous Driveway Condition Leading to Injury Risk,The driveway leading up to our main entrance has severe potholes that caused another tenant's car damage last week due to an accident. We need immediate repair work done urgently by someone who can actually do it properly.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Space A123,We have encountered an immediate threat to our team's well-being due to faulty wiring causing intermittent power outages over several days now.,office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,Urgent Building Safety Issue - Electrical Hazard Risk Detected at Office Complex #12345,An electrician reported an immediate fire hazard due to exposed wiring near our entrance on Monday afternoon which poses severe risks of burns or electrocution if anyone accidentally touches it.,Office Building Management and Facilities,high,high,medium,True,phi4_safety_synth
complaint,Faulty Elevator Service,The elevator malfunctioned multiple times today causing inconvenience to several employees who rely on it for daily transportation across floors.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard Concern,The ceiling near our conference room has started to emit sparks occasionally during use of lighting fixtures. This poses an imminent fire threat which needs immediate attention.,Commercial Property and Workspace Rental,high,high,high,True,phi4_safety_synth
complaint,Parking Issue,The new automated car park has malfunctioned multiple times today resulting in long delays for employees arriving at work by their designated time slots.,office parking and access control,high,high,high,False,phi4_safety_synth
complaint,Parking Access Issue,We've repeatedly encountered problems accessing our designated parking spot due to malfunctioning gate mechanisms controlled by an outdated software system operated at the front desk. This has caused significant delays for employees arriving late during peak hours.,office parking and access control,medium,high,medium,False,phi4_safety_synth
complaint,IT Support Issue - Slow Response Time,Our IT department has been unresponsive to our requests for assistance over the past week which is affecting everyone's productivity significantly.,it and office technology support,high,high,high,False,phi4_safety_synth
complaint,Inadequate Meeting Room Facilities,"Our team consistently complains about inadequate meeting room facilities for our recurring meetings on Thursdays at 3 PM, which disrupts important client discussions.",shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Leased Office Space Issue - Excessive Noise,I've repeatedly complained about excessive noise coming from my neighbor's unit above us for weeks now without any resolution on their part. It's disrupting our work environment significantly.,office leasing and tenant support,high,high,high,False,phi4_safety_synth
complaint,Malfunctioning Access Control Gate,The automatic gate at our entrance is stuck open for hours now! We can't secure any private meetings or confidential documents without risking theft.,office parking and access control,high,high,high,True,phi4_safety_synth
complaint,Unacceptable Noise Levels During Business Hours,The noise levels from adjacent offices are disruptive to my team's concentration during regular work hours. We require an immediate remedy or consideration for relocating our lease.,office leasing and tenant support,medium,high,medium,False,phi4_safety_synth
complaint,Electrical Hazard Concern at Office Tech Support Area,We've noticed flickering lights emanating from behind our IT equipment on Main Street Floor two this morning. It's concerning that there might have been an unnoticed power surge or outage affecting sensitive hardware.,IT and Office Technology Support,high,high,medium,True,phi4_safety_synth
complaint,Inadequate Soundproofing for Meeting Room,I have been experiencing significant issues due to poor sound insulation between our offices on floor five of Shared Space Hub downtown. The constant noise from adjacent tenants makes it impossible to conduct meetings or work quietly without disruption.,shared workspace and coworking,high,medium,high,False,phi4_safety_synth
complaint,HVAC System Failure,The heating system has stopped working completely during winter months which affects comfort levels of all tenants.,Office Building Management and Facilities,medium,high,high,False,phi4_safety_synth
complaint,Faulty HVAC System,"The central heating, ventilation, and air conditioning unit is making loud noises intermittently throughout workdays, disrupting concentration levels of staff members.",office utilities and building services,medium,high,high,False,phi4_safety_synth
complaint,Inadequate Parking Facilities,We are experiencing significant inconvenience due to insufficient parking space provided at our leased commercial premises downtown. Several tenants have reported difficulties finding available spots on busy days.,Commercial Property and Workspace Rental,medium,medium,medium,False,phi4_safety_synth
complaint,Structural Damage Concern,We've noticed significant cracks developing on multiple walls within our leased space downtown last week. The visible damage suggests potential serious issues underneath that could jeopardize everyone's wellbeing if it worsens.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Inadequate Office Space,The new office space provided by XYZ Leasing Company is significantly smaller than what was advertised on their website. We are struggling to fit our team comfortably within this confined area.,Office Leasing and Tenant Support,medium,high,low,False,phi4_safety_synth
complaint,Shared Workspace Noise Levels,The noise levels at XYZ Cowork Space are intolerably high during working hours causing significant disruption to my concentration-heavy work tasks.,shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Inadequate Security Systems,The current security systems are outdated which makes us uncomfortable walking around after hours when our offices should feel secure.,Office Building Management and Facilities,medium,high,low,False,phi4_safety_synth
complaint,Office Space HVAC Issue,The heating system failed during our busy season causing discomfort for all employees at XYZ Corp's leased space on Elm Street.,commercial property and workspace rental,medium,high,high,False,phi4_safety_synth
complaint,Lease Termination Issue,The landlord is refusing to allow me early termination of my lease despite having multiple valid reasons for leaving. I need assistance resolving this matter urgently.,office leasing and tenant support,high,high,low,False,phi4_safety_synth
complaint,IT Support Delayed Response,The IT department has been unresponsive to my requests for assistance over the past week. This is hindering our team's ability to complete critical tasks on time.,it and office technology support,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Parking Space for Wheelchair Users,We have repeatedly parked our accessible van next to disabled spots despite having valid permits because of insufficient designated spaces on-site. This situation is unacceptable and poses no immediate threat to life or property.,office parking and access control,medium,high,low,False,phi4_safety_synth
complaint,Noise Complaint,The recent renovation of our shared desk space has significantly increased noise levels due to constant hammering sounds from nearby work areas throughout working hours.,shared workspace and coworking,medium,high,medium,False,phi4_safety_synth
complaint,Electrical Hazard at TechHub Office Space,I noticed some exposed wiring near our workstation which poses an immediate fire hazard! This needs to be addressed right away.,shared workspace and coworking,high,high,high,True,phi4_safety_synth
complaint,Inadequate Workspace Rental Facilities,The newly rented commercial space lacks proper ergonomic furniture for our employees which could lead to discomfort or long-term health issues affecting productivity.,Commercial Property and Workspace Rental,medium,high,medium,False,phi4_safety_synth
complaint,Faulty HVAC System,The malfunctioning heating vent is causing excessive cold drafts throughout our offices on weekdays despite having set it to moderate temperature settings.,office utilities and building services,medium,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Location,We have noticed flickering lights throughout our offices which poses an immediate fire hazard! This situation requires instant attention to prevent potential disaster.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Inadequate Heating System,The heating system at our downtown branch is malfunctioning during winter months leading to uncomfortable working conditions for staff.,office utilities and building services,medium,high,medium,False,phi4_safety_synth
complaint,Plumbing Leak Threatening Structural Integrity,We've discovered an active plumbing leak beneath our leased premises which poses immediate threat to both building integrity and tenant safety.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Space,We've noticed sparks coming from an exposed wire near our conference table which poses severe fire risks! We need immediate attention to rectify this dangerous situation.,office leasing and tenant support,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard - Urgent Attention Needed!,There is an exposed wire near our conference room's power outlet that poses immediate fire risks to both staff and equipment! This needs fixing ASAP before someone gets seriously injured or suffers major losses.,office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,IT Support Delayed Service,The IT department has repeatedly delayed resolving critical software issues that have impacted our daily work routine for weeks now. This ongoing problem is severely disrupting project timelines.,IT and Office Technology Support,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard Reported,We have noticed sparks coming from an outlet near our break room this afternoon which poses immediate fire risks.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Software Glitch - Interruption to IT Support Services,The latest software update caused critical disruption by crashing our main server used for supporting remote teams' access issues. The downtime has significantly delayed project timelines affecting multiple departments.,IT and Office Technology Support,high,high,high,False,phi4_safety_synth
complaint,Inadequate Office Space,"The newly leased space advertised sufficient room for our team of five, yet it currently accommodates just two desks without any possibility to expand due to lack of available floor area.",office leasing and tenant support,medium,high,medium,False,phi4_safety_synth
complaint,Unapproved Tenant Occupancy Expansion,The tenant has expanded their leased space without prior approval or permission from us during spring season to accommodate additional staff for temporary project work.,commercial property and workspace rental,medium,medium,medium,False,phi4_safety_synth
complaint,Plumbing Issue - Mold Growth Threatening Office Safety,We've noticed mold growth around our restroom facilities which poses serious health risks due to poor ventilation. This needs immediate attention before it spreads further.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Utility Failure at Office Location,The water supply was cut off today due to maintenance work that wasn't communicated properly causing significant inconvenience for our employees' daily routines.,office utilities and building services,medium,high,medium,False,phi4_safety_synth
complaint,Utility Malfunction,The recent power outage disrupted our workday for hours without prior warning or adequate explanation from facility management.,Office Utilities and Building Services,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space,We have reported flickering lights accompanied by frequent power outages over multiple days from our rented commercial space downtown.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Parking Issue - Non-Venues,The designated car park for our facility is consistently full even on non-business days leading to unnecessary towing of my vehicle. This inconvenience impacts employee punctuality.,office parking and access control,medium,medium,low,False,phi4_safety_synth
complaint,Internet Connectivity Issues,We've been experiencing frequent internet outages for several days now at our shared workstation space downtown. This has severely impacted our productivity since we rely heavily on cloud-based tools.,shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard Concern,The server room has an exposed wire which could easily cause electric shock or start a fire if someone accidentally touches it.,IT & Office Technology Support,high,high,low,True,phi4_safety_synth
complaint,Inadequate Office Equipment,The recently leased space comes equipped solely for basic tasks which is insufficient given our team's need to handle more advanced computing requirements.,Office Leasing and Tenant Support,medium,medium,medium,False,phi4_safety_synth
complaint,Electrical Hazard at XYZ Coworking Space,The shared workspace had exposed wiring near our desk area which posed an immediate fire risk due to overheating equipment.,shared workspace and coworking,high,high,high,True,phi4_safety_synth
complaint,Poor Wi-Fi Connectivity at XYZ Workspace,I've been experiencing intermittent connectivity issues for several days now which is affecting my ability to work efficiently from our shared workspace.,shared workspace and coworking,medium,high,high,False,phi4_safety_synth
complaint,Parking Issue,I am experiencing constant issues finding available spots for my vehicle near our building entrance during peak hours which leads to unnecessary idling time affecting my schedule.,office parking and access control,medium,medium,low,False,phi4_safety_synth
complaint,IT Support Failure - Electrical Hazard Concern,The server room had severe overheating issues due to faulty cooling systems last night which caused multiple hardware failures across our offices.,IT and Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard at Office Space Rental Location,The lighting fixture above our conference room ceiling has malfunctioned multiple times this week resulting in sparks flying from it occasionally when touched or bumped against by objects like chairs on occasion causing concern for potential fire hazards.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Unapproved Alterations to Office Space,I recently leased an office space for my startup team that was promised ample natural light from large windows without any actual sunlight reaching inside during winter months. This oversight has significantly impacted our productivity due to lack of proper lighting conditions.,Commercial Property and Workspace Rental,medium,high,high,False,phi4_safety_synth
complaint,Noise Complaint,The constant noise from adjacent offices is disrupting my ability to concentrate on work tasks during regular hours of operation.,shared workspace and coworking,medium,medium,medium,False,phi4_safety_synth
complaint,Non-functional HVAC System,"The heating, ventilation, and air conditioning system is completely non-operational despite numerous requests for service over the past week. As we are currently experiencing unusually high temperatures due to heatwave conditions outside.",Shared Workspace Operations,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space,We have noticed an exposed wire behind our conference room desk which poses severe risks of electrocution to anyone contacting it.,IT and Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard at Office Space,We have discovered an exposed wire beneath our carpeted flooring which poses severe fire risks to both tenants' personal property and lives.,office leasing and tenant support,high,high,low,True,phi4_safety_synth
complaint,IT Equipment Malfunction - Safety Hazard,The malfunctioning air conditioning unit has caused excessive heat build-up leading to potential overheating of critical server equipment located nearby which poses an imminent fire risk.,it and office technology support,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard Reported,The ceiling fan is sparking dangerously close to my workstation desk's edge! This poses an immediate fire threat that I believe demands swift attention.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Inadequate Parking Space for New Tenant,I recently moved into my new apartment complex which has been problematic due to insufficient parking space allocated per unit. My neighbors complain that their vehicles are frequently blocked by others' cars parked improperly or illegally without any enforcement of proper use policies.,office leasing and tenant support,medium,high,medium,False,phi4_safety_synth
complaint,Noise Complaint - Shared Workspace,The recent renovation at our shared workspaces has resulted in excessive noise levels that disrupt normal working hours for my team.,shared workspace and coworking,medium,medium,medium,False,phi4_safety_synth
complaint,Water Leak - Urgent Attention Required!,A water leak has recently developed beneath my leased property unit at Suite A101. The situation is worsening rapidly and poses an immediate threat of flooding damage to both our offices' contents including sensitive electronic equipment.,office leasing and tenant support,high,high,high,True,phi4_safety_synth
complaint,Unsafe Parking Area Access,The main entrance to our building has been blocked by unauthorized vehicles for several days now. This is creating an unsafe environment where people are tripping over poorly marked obstacles daily.,office parking and access control,high,high,medium,True,phi4_safety_synth
complaint,IT Support Delayed Response Time,The IT department has repeatedly failed to respond promptly when we reported issues related to our network connectivity problems last week.,It and Office Technology Support,medium,high,high,False,phi4_safety_synth
complaint,Noise Complaint - Shared Workspace,The recent renovations have significantly increased noise levels coming from adjacent offices which disrupt our concentration-heavy work environment.,shared workspace and coworking,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Power Outlets for Conference Room A303,We have encountered issues every few weeks when multiple teams use our conference room due to insufficient power outlets leading to equipment failure during presentations.,shared workspace and coworking,medium,medium,medium,False,phi4_safety_synth
complaint,Parking Lot Issue - Limited Access,We've been experiencing issues accessing our allocated car space for weeks now due to obstructions caused by recent construction work nearby. This has impacted staff punctuality since many rely on personal vehicles.,Office Parking and Access Control,medium,high,low,False,phi4_safety_synth
complaint,IT Support Delay,Our IT team hasn't resolved our ongoing network connectivity issues for two weeks now! This is impacting all aspects of my day-to-day work.,it and office technology support,high,high,high,False,phi4_safety_synth
complaint,Office Utilities Issue - Lack of Maintenance,We've been experiencing intermittent power outages for several days now due to what seems like neglected maintenance work by your team. Our workflow has come to an abrupt halt because our computers can't stay on without frequent reboots.,office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Noise Complaint at XYZ Coworkspace,"I've repeatedly complained about loud conversations happening during my scheduled quiet hours when renting space from ABC Coworkspace. Despite being provided multiple solutions such as earplugs or noise-cancelling headphones, they haven't enforced any strict measures to ensure other tenants can work effectively without disturbance.",shared workspace and coworking,medium,medium,medium,False,phi4_safety_synth
complaint,IT Support Delay Issue,The delay caused by IT's lack of responsiveness is severely impacting our daily work routines for weeks now. This has led to missed deadlines across multiple projects.,it and office technology support,high,high,high,False,phi4_safety_synth
complaint,Unusable Common Area,The common lounge area has been consistently messy due to lack of cleaning services for weeks now. This is unacceptable given our frequent client meetings held there.,shared workspace and coworking,medium,high,high,False,phi4_safety_synth
complaint,Inadequate Parking Space,We have consistently struggled to find parking space for our delivery drivers at this location due to limited availability on street-level spaces which are often occupied by other tenants' customers or employees.,commercial property and workspace rental,medium,medium,medium,False,phi4_safety_synth
complaint,Office Space Heating Issue,"The heating system for our leased space is malfunctioning during winter months, making it uncomfortable to work at all hours of daylight. The temperature issues have persisted despite being reported multiple times.",office leasing and tenant support,medium,high,high,False,phi4_safety_synth
complaint,Inadequate IT Support Response Time,Our weekly scheduled technical assistance has repeatedly failed to meet our needs for critical system repairs or updates causing significant delays impacting project deadlines.,IT and Office Technology Support,high,medium,high,False,phi4_safety_synth
complaint,Leased Office Space HVAC Issue,The central heating system malfunctioned last week causing discomfort for several tenants due to unseasonably cold temperatures.,office leasing and tenant support,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Workspace Lighting,The lighting conditions at our shared workspaces are poor which makes it difficult to concentrate on tasks during daytime hours.,shared workspace and coworking,medium,medium,medium,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space,"We have experienced an unexpected power outage due to faulty wiring behind our desks last night, causing panic among employees. Immediate attention is required to prevent potential fire hazards.",IT & Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,Hazardous Electrical Issue at Office Lease Location,There is an exposed wire near the desk area which poses severe fire risks! This needs immediate attention to prevent potential electrocution or worse!,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Non-functional elevator service,The company's main entrance is locked due to non-operational elevators which have been out of repair for weeks now without any communication from their facility managers.,office building management and facilities,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Tech Support Space,The ceiling fixture near our IT workstation has begun to emit sparks intermittently over the past week causing concern for potential fire hazards or electrocution risks.,IT & Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,Inadequate Office Lighting Issue,The lighting levels are insufficient for work that requires focus during late afternoon hours when natural light diminishes greatly.,Office Building Management and Facilities,medium,high,low,False,phi4_safety_synth
complaint,Electrical Hazard at Office Premises,We have noticed flickering lights throughout our office floor this morning that could indicate an impending power failure or faulty wiring. This is potentially hazardous to everyone working here.,office utilities and building services,high,high,medium,True,phi4_safety_synth
complaint,Unrepaired HVAC System,The central heating unit has been malfunctioning for over two weeks now without any repair efforts being undertaken by your team.,Office Building Management and Facilities,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard Reported,The server room's overloaded power supply is sparking dangerously close to our workstation computers! Immediate shutdown of all equipment needed.,IT and Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,Leaky Roof Concern,The ceiling leak above our conference room has worsened over time despite previous reports to management. Our weekly meetings are disrupted due to water damage affecting meeting equipment.,commercial property and workspace rental,medium,high,medium,False,phi4_safety_synth
complaint,Office Space Issue - Non-Essential,"The new carpeted floors installed at our leased space have become extremely slippery when wet during rainstorms outside. While it's inconvenient for employees to walk around safely on these conditions, it doesn't pose any immediate harm or damage.",office leasing and tenant support,medium,medium,low,False,phi4_safety_synth
complaint,Office AC Malfunction,The malfunctioning air conditioning unit has made working conditions unbearable over the past week without any resolution from maintenance staff.,office building management and facilities,medium,high,high,False,phi4_safety_synth
complaint,IT Support Delay Issue,The IT department has repeatedly delayed resolving critical software updates needed for our daily operations over the past week.,it and office technology support,high,high,high,False,phi4_safety_synth
complaint,Heating Malfunction at Office Space A234,"The heating system stopped working last night when we were closing for Christmas Eve festivities, resulting in extremely uncomfortable temperatures inside our rented space.",office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Parking Issue - Immediate Attention Required,The newly installed automated gate for our garage has malfunctioned multiple times this week causing significant delays to employees arriving at work on time.,Office Parking and Access Control,high,high,high,False,phi4_safety_synth
complaint,IT Support Failure - Electrical Hazard Risk,Our server room is experiencing frequent power outages due to IT's inadequate wiring solutions causing overheating risks of equipment failure.,it and office technology support,high,high,high,True,phi4_safety_synth
complaint,Shared Workspace Issue - Unreliable Wi-Fi,The shared workspaces' internet connection is extremely unreliable for our daily video conferences which are crucial to my projects management role. It's been problematic consistently over past week.,shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard Concern at Office Tech Support Area,We've noticed sparks coming from under the desks near the server room every morning for several days now! This is extremely dangerous given our proximity to sensitive IT equipment.,IT and Office Technology Support,high,high,low,True,phi4_safety_synth
complaint,Parking Lot Issue - Overcrowding on Main Floor,The overcrowded main level of our office park is making it difficult to navigate daily commutes between multiple buildings for staff members. This has caused significant delays over recent weeks.,office parking and access control,medium,medium,medium,False,phi4_safety_synth
complaint,Unsatisfactory HVAC System Maintenance Service,"We recently had our heating ventilation system serviced at [Company Name], but it hasn't been running efficiently since then. The temperature fluctuates significantly despite setting thermostats to comfortable levels. It's inconvenient for employees who spend long hours indoors.",Office Leasing and Tenant Support,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Workspace Rental Facilities,The newly rented commercial space lacks sufficient power outlets for our conference equipment setup required by clients during meetings. This is critically affecting presentation schedules.,commercial property and workspace rental,high,high,high,False,phi4_safety_synth
complaint,Building Leak Issue,The leaking roof over our conference room has damaged several pieces of expensive equipment last night. The water is causing mold growth which poses health risks to employees.,Office Building Management and Facilities,high,high,high,True,phi4_safety_synth
complaint,Non-functional Elevator Access,The elevator is currently out of service for an indefinite period after I reported it last week. This severely hampers my daily commute to work on multiple levels within our commercial building.,commercial property and workspace rental,high,high,high,False,phi4_safety_synth
complaint,Office HVAC Malfunction,The heating system is malfunctioning again just before Christmas! We can't keep our offices warm for working comfortably.,Commercial Property and Workspace Rental,high,high,high,False,phi4_safety_synth
complaint,IT Equipment Malfunction - Safety Hazard,The server room's cooling system has failed recently causing excessive heat buildup leading to overheating of equipment which poses an imminent fire threat.,it and office technology support,high,high,high,True,phi4_safety_synth
complaint,Leaking Roof - Hazardous Condition at Office Space Lease Address A123,The roof of our leased commercial space has begun to leak severely during recent heavy rains leading to significant water damage inside affecting both property value and leaseholder's productivity.,office leasing and tenant support,high,high,high,True,phi4_safety_synth
complaint,Office Space HVAC Malfunction,The central heating system stopped working last night causing unbearable cold temperatures inside our rented space at McKinley Plaza on Elm Street. We've repeatedly contacted maintenance for repairs that have been delayed indefinitely.,commercial property and workspace rental,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard Concern,The latest power surge caused significant damage to my workstation's electronics and I fear for further risks if this isn't promptly addressed.,office leasing and tenant support,high,high,low,True,phi4_safety_synth
complaint,Inadequate Parking Space Leading to Extended Hours Operation,The recent construction work on our premises has severely reduced available parking space for customers arriving after normal working hours. This inconvenience is forcing us to extend operation times unnecessarily.,office parking and access control,medium,high,medium,False,phi4_safety_synth
complaint,IT Support Delay,Our IT department has repeatedly delayed critical system maintenance updates which are now affecting our daily workflow severely.,it and office technology support,high,high,high,False,phi4_safety_synth
complaint,Fire Hazard - Electrical Issue at Main Office,The recent power surge caused multiple outlets to overheat near our main conference room leading to sparks from wires protruding dangerously close to my desk area last night.,office building management and facilities,high,high,high,True,phi4_safety_synth
complaint,IT Support Equipment Malfunction,The server room's climate control system failed today at around noon leading to an immediate shutdown of all IT equipment due to overheating risks. This poses severe threats including potential data loss or corruption because ongoing maintenance tasks were interrupted.,it and office technology support,high,high,high,True,phi4_safety_synth
complaint,Lack of parking space leading to an accident,We had trouble finding available spaces this morning which led me into accidentally backing up too fast causing damage behind my car.,office building management and facilities,medium,medium,low,False,phi4_safety_synth
complaint,Noise Complaint at X-Corp Space,"We've repeatedly complained about excessive noise coming from your offices on floor B101 disrupting our concentration levels for weeks now. Despite this being clearly outlined under quiet hours policy, it's becoming unbearable.",shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Inadequate Facilities for New Tenant,The new lease agreement includes inadequate facilities such as broken elevators that were promised to work upon moving-in last week.,office leasing and tenant support,medium,high,medium,False,phi4_safety_synth
complaint,IT Support Delay Issue,Our IT team has been consistently delayed when addressing our software update needs for weeks now. This is severely impacting productivity across multiple departments.,it and office technology support,high,high,high,False,phi4_safety_synth
complaint,Unusable Office Space - Flooring Issue,The new lease space has unappealing carpeting that emits an unpleasant odor every time I step into it from morning to night. The constant smell is negatively impacting my comfort at work.,office leasing and tenant support,medium,medium,medium,False,phi4_safety_synth
complaint,A/C Malfunction Complaint,The malfunctioning air conditioning unit at our offices is causing significant discomfort for staff during summer months without any imminent solution from maintenance.,office utilities and building services,medium,high,medium,False,phi4_safety_synth
complaint,Water Leak Underneath Office Floor,The persistent water leak under our floor has caused significant inconvenience to all tenants by damaging their electronics and creating slippery conditions on common walkways.,office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Heating Failure During Winter Months,The central heating unit has failed again this winter season despite previous promises of maintenance checks. The lack of warmth is affecting my productivity significantly.,office building management and facilities,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space,We've experienced frequent power outages due to faulty wiring behind our desk's computer setup. There's been noticeable sparking recently that could pose an immediate fire or electrocution threat.,IT & Office Technology Support,high,high,low,True,phi4_safety_synth
complaint,HVAC Issue,The heating system is malfunctioning during winter months leading to uncomfortably low temperatures inside our offices which affects productivity.,office building management and facilities,high,high,high,False,phi4_safety_synth
complaint,Noise Level Complaint,The noise levels at noon are excessively high due to frequent meetings being held by neighboring tenants which disrupts my concentration.,shared workspace and coworking,medium,high,high,False,phi4_safety_synth
complaint,Office Space A/C Malfunction,The air conditioning unit stopped working yesterday afternoon which made it unbearable to work indoors due to extreme heat.,Commercial Property and Workspace Rental,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space A123,An exposed wiring situation was discovered near the main entrance of our leased space on multiple occasions this week by janitorial staff. It poses an immediate fire or electrocution threat to everyone using the premises.,office building management and facilities,high,high,low,True,phi4_safety_synth
complaint,IT Support Delay Issue,The delay in receiving IT assistance is severely impacting our daily work routine. The unresolved issues are hindering productivity across multiple departments.,IT and Office Technology Support,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard - Building Services Issue,We have noticed frequent power outages due to faulty wiring which poses an immediate fire threat. This recurring problem is disrupting our workday consistently.,office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard Concern at Office Space,I noticed exposed wires near our main entrance posing an immediate fire risk! This needs to be addressed immediately for everyone's sake.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Inadequate HVAC Maintenance,The heating system has been malfunctioning for weeks now during winter months leading to uncomfortable working conditions which could impact our employees' productivity.,office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Unreliable Power Outlets at XYZ Workspace,We consistently experience power outages during working hours which disrupt our productivity severely. We need to schedule meetings without worrying about sudden interruptions.,shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Dangerous Parking Lot Condition,The newly paved area near our entrance has multiple potholes that pose an immediate threat to employee vehicles' tires if they enter during rush hour.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Parking Hazard Issue,The newly installed security bollards are obstructing traffic flow around our building entrance during peak hours causing unnecessary delays for employees arriving at work.,office parking and access control,medium,medium,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Space,We have noticed frequent power outages emanating from faulty wiring within our rented commercial space downtown. This poses an immediate fire or electrocution threat to all occupants.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Disrupted Work Environment,"The shared kitchen area has become excessively noisy due to frequent parties held by neighboring tenants at random hours, severely impacting my ability to concentrate on work.",shared workspace and coworking,medium,medium,medium,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space,We have noticed sparking coming from an outlet near our work area which poses significant fire hazards to all employees within close proximity.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Rental Property,We have discovered an exposed wire near our entrance which poses serious fire risks to both employees working here and clients visiting for meetings.,commercial property and workspace rental,high,high,high,True,phi4_safety_synth
complaint,Inadequate Heating Services During Winter Months,I am concerned about our heating system's reliability during winter months since it failed last week resulting in very cold conditions within my workspace which affected productivity.,office utilities and building services,medium,high,medium,False,phi4_safety_synth
complaint,Electrical Hazard Reported,I noticed some exposed wires behind our cubicles which could potentially cause an electrocution incident or fire if someone touches them.,IT & Office Technology Support,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at CoWork Space,We've encountered an immediate fire threat due to exposed wires near our desk area! We can't continue working until it's fixed ASAP!,shared workspace and coworking,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard at Office Tech Support Space,The server room is experiencing frequent power surges causing intermittent shutdowns of our critical systems which disrupt daily IT tasks.,IT & Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,Noise Complaint,The constant loud conversations from neighboring offices are disrupting my work environment daily. I need to focus on client projects without being disturbed by chatter.,shared workspace and coworking,medium,high,medium,False,phi4_safety_synth
complaint,Parking Hazard Issue,There is an exposed wire near the vehicle entry that poses serious electrocution risks to drivers entering or exiting their vehicles.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Inadequate Heating System,The heating system failed to operate adequately during our recent winter visit. Temperatures inside were uncomfortably cold throughout.,office building management and facilities,medium,high,medium,False,phi4_safety_synth
complaint,Water Leak Damaging Equipment,We've noticed significant water damage to our equipment due to an ongoing leak from under the desk area which is causing disruption of work.,office building management and facilities,high,high,high,True,phi4_safety_synth
