call_id,timestamp,call_category,tenant_tier,asset_type,location,issue_type,issue_severity,issue_urgency,business_impact,safety_concern,is_recurring,transcript
IP-202511-02570,2025-11-30 07:58:48,Tenant Support,Premium,Warehouse,Tech Block,window blinds broken and cannot be adjusted,medium,critical,low,False,False,"Agent: Support Desk, how may I assist you today?
Tenant: Hi, I need to report a problem with our unit.
Agent: Of course. Could you describe the issue?
Tenant: We are dealing with window blinds broken and cannot be adjusted.
Agent: I see. How long has this been going on?
Tenant: It has been happening since we moved in and it has never been fixed.
Agent: And can you tell me which unit you are in?
Tenant: We are in Tech Block, the warehouse.
Agent: Is this affecting your ability to operate?
Tenant: The issue is noticeable but not preventing us from operating.
Tenant: I have been calling for days about this.
Tenant: I have escalated this twice already and nothing has changed.
Tenant: No safety concerns have been flagged by our team at this stage.
Agent: I have created a maintenance request for this.
Agent: You should hear back from us by tomorrow.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I will follow up personally."
IP-202602-02571,2026-02-14 03:08:48,Leasing Inquiry,Prospective,Warehouse,Zone A – Corporate Offices,comparison_shopping,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone A – Corporate Offices.
Agent: May I know your size requirement?
Caller: Approximately 4000 square feet.
Caller: What makes this location stand out?
Agent: We offer competitive rates with excellent facilities and a prime location.
Caller: Are there shared facilities like meeting rooms?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202601-02572,2026-01-02 01:34:48,Leasing Inquiry,Prospective,Retail Store,Retail Plaza Central,casual_quick,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hi there, I am looking for some space to rent.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Retail Plaza Central.
Agent: May I know your size requirement?
Caller: Approximately 25000 square feet.
Caller: When can we move in?
Agent: We have immediate availability in several units.
Caller: Is parking included?
Agent: Parking allocation depends on the unit size, typically 1 space per 1000 sq ft.
Caller: What is included in the rent?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202601-02573,2026-01-11 10:30:48,Leasing Inquiry,Prospective,Office,Logistics Cluster North,professional_detailed,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a office.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Logistics Cluster North.
Agent: May I know your size requirement?
Caller: Approximately 10000 square feet.
Caller: Are there any move-in incentives currently available?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: What is the minimum lease term?
Agent: I can include all those details in the proposal.
Caller: What is the process for customizing the interior layout?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202512-02574,2025-12-11 03:54:48,Tenant Support,VIP,Retail Store,Tech Block,internet and phone lines down for the entire office,high,high,medium,False,False,"Agent: Support Desk, good morning.
Tenant: Yes, we have had internet and phone lines down for the entire office for over a week now.
Tenant: There have been delays in routine activities as a result.
Tenant: This was raised previously with your team.
Agent: I understand. Can I confirm your location?
Tenant: Tech Block, retail store.
Tenant: This is an operational issue only and does not pose a safety threat.
Tenant: It is slowing us down more than we would like.
Agent: I am marking this as high priority and escalating to the maintenance manager.
Agent: We will have someone on-site within the hour.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I will follow up personally."
IP-202602-02575,2026-02-13 00:24:48,Tenant Support,VIP,Retail Store,Zone A – Corporate Offices,lost and found item to report,low,high,medium,False,False,"Agent: Support Desk, good morning.
Tenant: Yes, we have had lost and found item to report for almost a week.
Tenant: There have been delays in routine activities as a result.
Tenant: I have reported this before but it has not been resolved.
Agent: I understand. Can I confirm your location?
Tenant: Zone A – Corporate Offices, retail store.
Tenant: We have not identified any hazards but the issue still needs resolving.
Tenant: Our team has had to adjust how we operate because of this.
Agent: Thank you for letting us know. I have added this to our task list.
Agent: It should be addressed within the next few business days.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We will keep you updated every step of the way."
IP-202512-02576,2025-12-19 10:48:48,Leasing Inquiry,Prospective,Warehouse,Logistics Cluster North,professional_detailed,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Logistics Cluster North.
Agent: May I know your size requirement?
Caller: Approximately 10000 square feet.
Caller: What is the minimum lease term?
Agent: I can include all those details in the proposal.
Caller: How many parking spaces are allocated?
Agent: Parking allocation depends on the unit size, typically 1 space per 1000 sq ft.
Caller: What is the rental rate per square foot?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: What is the process for customizing the interior layout?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202511-02577,2025-11-26 02:21:48,Tenant Support,Premium,Retail Store,Retail Plaza Central,cracks appearing in the office wall,medium,high,low,False,False,"Agent: Support Desk, how may I assist you today?
Tenant: Hi, I need to report a problem with our unit.
Agent: Of course. Could you describe the issue?
Tenant: We are dealing with cracks appearing in the office wall.
Agent: I see. How long has this been going on?
Tenant: It has been happening for more than a week.
Agent: And can you tell me which unit you are in?
Tenant: We are in Retail Plaza Central, the retail store.
Agent: Is this affecting your ability to operate?
Tenant: While this has caused minor inconvenience, operations are still ongoing.
Tenant: I want this escalated immediately!
Tenant: This was raised previously with your team.
Tenant: No safety concerns have been flagged by our team at this stage.
Agent: This has been noted and assigned to our facilities team.
Agent: We aim to resolve medium-priority items within 48 hours.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We will keep you updated every step of the way."
IP-202602-02578,2026-02-02 11:16:48,Tenant Support,Premium,Retail Store,Tech Block,ceiling collapse in the main corridor,critical,low,medium,True,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I am calling again about an ongoing issue that has not been resolved.
Tenant: We are paying good money and this is what we get.
Tenant: We are experiencing ceiling collapse in the main corridor.
Tenant: This has been going on since this morning.
Tenant: Some of our processes have had to be paused or rescheduled.
Tenant: This was raised previously with your team.
Agent: I am very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We are located in Tech Block, retail store unit.
Tenant: This is a safety concern and we have flagged it to our own safety officer.
Tenant: This is starting to affect how we work.
Agent: This is being treated as an emergency. I am dispatching a team now.
Agent: Someone will be on site within 30 minutes.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I will follow up personally."
IP-202602-02579,2026-02-01 02:13:48,Leasing Inquiry,Prospective,Retail Store,Zone B – SME Offices,casual_quick,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hi there, I am looking for some space to rent.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone B – SME Offices.
Agent: May I know your size requirement?
Caller: Approximately 25000 square feet.
Caller: Is parking included?
Agent: Parking allocation depends on the unit size, typically 1 space per 1000 sq ft.
Caller: What is included in the rent?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: Do you have anything smaller available?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202602-02580,2026-02-06 04:20:48,Leasing Inquiry,Prospective,Retail Store,Logistics Cluster North,comparison_shopping,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Logistics Cluster North.
Agent: May I know your size requirement?
Caller: Approximately 10000 square feet.
Caller: Do you offer flexible lease terms for startups?
Agent: Yes, we have flexible options including short-term leases for growing businesses.
Caller: What makes this location stand out?
Agent: We offer competitive rates with excellent facilities and a prime location.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202512-02581,2025-12-01 04:44:48,Tenant Support,Premium,Office,Zone B – SME Offices,foul smell coming from the ventilation system,medium,medium,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report something that has been bothering us.
Tenant: We are experiencing foul smell coming from the ventilation system.
Tenant: This has been going on for about three days now.
Tenant: This has severely disrupted our operational continuity.
Agent: I am very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We are located in Zone B – SME Offices, office unit.
Tenant: No safety concerns have been flagged by our team at this stage.
Tenant: This is seriously impacting our business operations.
Agent: I have created a maintenance request for this.
Agent: You should hear back from us by tomorrow.
Tenant: Thanks for being so responsive.
Agent: Happy to help. We will be in touch."
IP-202602-02582,2026-02-08 06:25:48,Tenant Support,Premium,Office,Logistics Cluster North,air conditioning not cooling properly,medium,low,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing air conditioning not cooling properly.
Tenant: This has been going on since this morning.
Tenant: All work has stopped. We cannot function until this is fixed.
Agent: I am very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We are located in Logistics Cluster North, office unit.
Tenant: Fortunately, no one has been put in danger by this issue so far.
Tenant: This is seriously impacting our business operations.
Agent: This has been noted and assigned to our facilities team.
Agent: We aim to resolve medium-priority items within 48 hours.
Tenant: I really hope I do not have to call again about this.
Agent: I understand your frustration. We will make it a priority."
IP-202602-02583,2026-02-20 04:12:48,Tenant Support,Standard,Retail Store,Tech Block,window blinds broken and cannot be adjusted,medium,high,high,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing window blinds broken and cannot be adjusted.
Tenant: This has been going on since last week.
Tenant: We are currently unable to continue normal business activities.
Tenant: This was raised previously with your team.
Agent: I am very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We are located in Tech Block, retail store unit.
Tenant: This is an operational issue only and does not pose a safety threat.
Tenant: This is seriously impacting our business operations.
Agent: I have logged your ticket and our team will address this.
Agent: We will update you within 24 hours.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I will follow up personally."
IP-202601-02584,2026-01-12 01:19:48,Leasing Inquiry,Prospective,Office,Zone B – SME Offices,casual_quick,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hi there, I am looking for some space to rent.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a office.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone B – SME Offices.
Agent: May I know your size requirement?
Caller: Approximately 15000 square feet.
Caller: Can you send me the details?
Agent: I can include all those details in the proposal.
Caller: Is parking included?
Agent: Parking allocation depends on the unit size, typically 1 space per 1000 sq ft.
Caller: What is included in the rent?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: How much is the rent?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202601-02585,2026-01-20 07:29:48,Leasing Inquiry,Prospective,Retail Store,Logistics Cluster South,urgent_expansion,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hello, I need to find space urgently.
Caller: Our current location is no longer suitable.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Logistics Cluster South.
Agent: May I know your size requirement?
Caller: Approximately 6000 square feet.
Caller: What is available immediately?
Agent: I can include all those details in the proposal.
Caller: Can we move in within two weeks?
Agent: We have immediate availability in several units.
Caller: Can we schedule a viewing today?
Agent: I can include all those details in the proposal.
Caller: Can we schedule a viewing today?
Agent: Absolutely. I can arrange a viewing this afternoon.
Caller: Perfect, please send me the details."
IP-202601-02586,2026-01-23 02:22:48,Leasing Inquiry,Prospective,Warehouse,Community Retail Strip,comparison_shopping,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Community Retail Strip.
Agent: May I know your size requirement?
Caller: Approximately 1500 square feet.
Caller: How does your pricing compare to other business parks?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: Are there shared facilities like meeting rooms?
Agent: I can include all those details in the proposal.
Caller: Do you offer flexible lease terms for startups?
Agent: Yes, we have flexible options including short-term leases for growing businesses.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202602-02587,2026-02-10 04:43:48,Leasing Inquiry,Prospective,Office,Tech Block,comparison_shopping,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a office.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Tech Block.
Agent: May I know your size requirement?
Caller: Approximately 4000 square feet.
Caller: What makes this location stand out?
Agent: We offer competitive rates with excellent facilities and a prime location.
Caller: What is the tenant satisfaction rate here?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: Are there shared facilities like meeting rooms?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202511-02588,2025-11-28 09:55:48,Tenant Support,VIP,Warehouse,Zone B – SME Offices,lost and found item to report,low,low,low,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing lost and found item to report.
Tenant: This has been going on since earlier today.
Tenant: This is a small inconvenience but nothing we cannot work around.
Agent: I am very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We are located in Zone B – SME Offices, warehouse unit.
Tenant: Fortunately, no one has been put in danger by this issue so far.
Agent: Noted. I will pass this along to the appropriate team.
Agent: They will take care of it when they are next in the area.
Tenant: Thanks for being so responsive.
Agent: You are welcome. We will take care of this."
IP-202511-02589,2025-11-22 07:07:48,Leasing Inquiry,Prospective,Warehouse,Zone A – Corporate Offices,comparison_shopping,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone A – Corporate Offices.
Agent: May I know your size requirement?
Caller: Approximately 25000 square feet.
Caller: What is the tenant satisfaction rate here?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: Do you offer flexible lease terms for startups?
Agent: Yes, we have flexible options including short-term leases for growing businesses.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202512-02590,2025-12-18 11:16:48,Leasing Inquiry,Prospective,Office,Tech Block,professional_detailed,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a office.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Tech Block.
Agent: May I know your size requirement?
Caller: Approximately 2500 square feet.
Caller: Is the unit fitted or shell and core?
Agent: I can include all those details in the proposal.
Caller: What is the process for customizing the interior layout?
Agent: I can include all those details in the proposal.
Caller: What is the rental rate per square foot?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202601-02591,2026-01-05 03:35:48,Tenant Support,Standard,Office,Tech Block,door lock on the main office entrance is jammed,medium,critical,low,False,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report an issue.
Tenant: We are experiencing door lock on the main office entrance is jammed.
Tenant: This has been going on since the beginning of the month.
Tenant: Most of our operations are unaffected at this stage.
Tenant: I have escalated this twice already and nothing has changed.
Agent: I am very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We are located in Tech Block, office unit.
Tenant: This is an operational issue only and does not pose a safety threat.
Agent: This has been noted and assigned to our facilities team.
Agent: We aim to resolve medium-priority items within 48 hours.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I will follow up personally."
IP-202512-02592,2025-12-18 05:21:48,Leasing Inquiry,Prospective,Warehouse,Zone B – SME Offices,urgent_expansion,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hello, I need to find space urgently.
Caller: Our current location is no longer suitable.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone B – SME Offices.
Agent: May I know your size requirement?
Caller: Approximately 15000 square feet.
Caller: We need space urgently for expansion.
Agent: I can include all those details in the proposal.
Caller: What is the fastest we can sign?
Agent: We have immediate availability in several units.
Caller: Can we schedule a viewing today?
Agent: I can include all those details in the proposal.
Caller: Can we schedule a viewing today?
Agent: Absolutely. I can arrange a viewing this afternoon.
Caller: Perfect, please send me the details."
IP-202512-02593,2025-12-06 07:05:48,Leasing Inquiry,Prospective,Warehouse,Tech Block,casual_quick,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hi there, I am looking for some space to rent.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Tech Block.
Agent: May I know your size requirement?
Caller: Approximately 4000 square feet.
Caller: When can we move in?
Agent: We have immediate availability in several units.
Caller: Is parking included?
Agent: Parking allocation depends on the unit size, typically 1 space per 1000 sq ft.
Caller: Do you have anything smaller available?
Agent: I can include all those details in the proposal.
Caller: Can you send me the details?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202512-02594,2025-12-15 06:28:48,Leasing Inquiry,Prospective,Retail Store,Retail Plaza Central,casual_quick,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Hi there, I am looking for some space to rent.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Retail Plaza Central.
Agent: May I know your size requirement?
Caller: Approximately 15000 square feet.
Caller: How much is the rent?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: Can you send me the details?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202601-02595,2026-01-02 01:22:48,Tenant Support,Premium,Office,Zone A – Corporate Offices,elevator breakdown in multi-story unit,high,low,low,False,False,"Agent: Support Desk, how may I assist you today?
Tenant: Hi, I need to report a problem with our unit.
Agent: Of course. Could you describe the issue?
Tenant: We are dealing with elevator breakdown in multi-story unit.
Agent: I see. How long has this been going on?
Tenant: It has been happening just recently.
Agent: And can you tell me which unit you are in?
Tenant: We are in Zone A – Corporate Offices, the office.
Agent: Is this affecting your ability to operate?
Tenant: Most of our operations are unaffected at this stage.
Tenant: Fortunately, no one has been put in danger by this issue so far.
Agent: I am marking this as high priority and escalating to the maintenance manager.
Agent: We will have someone on-site within the hour.
Tenant: Thanks for being so responsive.
Agent: Thank you for reporting this. We will keep you updated."
IP-202512-02596,2025-12-31 09:37:48,Leasing Inquiry,Prospective,Retail Store,Zone B – SME Offices,professional_detailed,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone B – SME Offices.
Agent: May I know your size requirement?
Caller: Approximately 8000 square feet.
Caller: What is the minimum lease term?
Agent: I can include all those details in the proposal.
Caller: Is 24/7 access permitted?
Agent: I can include all those details in the proposal.
Caller: What is the process for customizing the interior layout?
Agent: I can include all those details in the proposal.
Caller: What are the payment terms?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202601-02597,2026-01-09 01:51:48,Leasing Inquiry,Prospective,Warehouse,Zone A – Corporate Offices,relocation_inquiry,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a warehouse.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone A – Corporate Offices.
Agent: May I know your size requirement?
Caller: Approximately 10000 square feet.
Caller: Are there loading bays available during weekends?
Agent: We have dedicated loading bays and can arrange after-hours access for moves.
Caller: Is there help with the setup process for new tenants?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202512-02598,2025-12-23 01:16:48,Tenant Support,Standard,Warehouse,Zone B – SME Offices,signage outside our unit is faded and hard to read,low,low,low,True,False,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I am calling from our warehouse in Zone B – SME Offices.
Tenant: Let me explain the situation.
Tenant: Since this morning, we started noticing signage outside our unit is faded and hard to read.
Tenant: This is a small inconvenience but nothing we cannot work around.
Agent: Thank you for explaining. I am logging this now.
Tenant: Exposed elements present a real danger to anyone in the vicinity.
Agent: Thank you for letting us know. I have added this to our task list.
Agent: It should be addressed within the next few business days.
Tenant: Thank you for your quick response.
Agent: Happy to help. We will be in touch."
IP-202601-02599,2026-01-07 10:24:48,Leasing Inquiry,Prospective,Retail Store,Zone A – Corporate Offices,professional_detailed,N/A,N/A,N/A,False,False,"Agent: Industrial Park Leasing Desk, good morning.
Caller: Good morning, I am calling to enquire about available space.
Agent: Certainly. Are you looking for office, warehouse, or retail space?
Caller: We need a retail store.
Agent: Do you have a preferred location within the park?
Caller: Ideally in Zone A – Corporate Offices.
Agent: May I know your size requirement?
Caller: Approximately 2500 square feet.
Caller: What are the payment terms?
Agent: I can include all those details in the proposal.
Caller: Are there any move-in incentives currently available?
Agent: The rate varies by location and specifications. I can provide detailed pricing.
Caller: Is 24/7 access permitted?
Agent: I can include all those details in the proposal.
Caller: That sounds good. Please send the details.
Agent: I will email you the floor plans, pricing, and lease terms within the hour.
Caller: Thank you."
IP-202601-02600,2026-01-04 01:33:48,Tenant Support,VIP,Warehouse,Zone B – SME Offices,lighting issues in parking area,medium,medium,high,True,True,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hi, I am calling again about an ongoing issue that has not been resolved.
Tenant: We are very disappointed with the response time.
Tenant: We are experiencing lighting issues in parking area.
Tenant: This has been going on for about three days now.
Tenant: We are currently unable to continue normal business activities.
Tenant: I have reported this before but it has not been resolved.
Agent: I am very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We are located in Zone B – SME Offices, warehouse unit.
Tenant: Someone could get seriously hurt if this is not resolved quickly.
Tenant: This is affecting our ability to serve our clients.
Agent: This is going to the top of the queue.
Agent: We will get someone to your unit as soon as possible today.
Tenant: Please make sure this actually gets done this time.
Agent: You have my word. I will follow up personally."
IP-202512-02601,2025-12-20 10:28:48,Tenant Support,Premium,Office,Retail Plaza Central,rodent infestation found in the warehouse,high,medium,medium,False,False,"Agent: Support Desk, how may I assist you today?
Tenant: Hi, I need to report a problem with our unit.
Agent: Of course. Could you describe the issue?
Tenant: We are dealing with rodent infestation found in the warehouse.
Agent: I see. How long has this been going on?
Tenant: It has been happening for a few days.
Agent: And can you tell me which unit you are in?
Tenant: We are in Retail Plaza Central, the office.
Agent: Is this affecting your ability to operate?
Tenant: This has started to affect our daily workflow and coordination.
Tenant: No safety concerns have been flagged by our team at this stage.
Tenant: Our team has had to adjust how we operate because of this.
Agent: I have escalated this to our senior maintenance team.
Agent: Expect a callback within 2 hours with an update.
Tenant: We are glad you are looking into it.
Agent: You are welcome. We will take care of this."
IP-202511-02602,2025-11-25 09:45:48,Tenant Support,Standard,Office,Logistics Cluster South,recycling bins not being collected on schedule,low,high,high,True,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: Hello, I need to report something that has been bothering us.
Tenant: We are experiencing recycling bins not being collected on schedule.
Tenant: This has been going on for almost a week.
Tenant: Our entire team cannot work because of this situation.
Tenant: Despite a previous report, the problem persists.
Agent: I am very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We are located in Logistics Cluster South, office unit.
Tenant: We are concerned this could result in injury to our staff or visitors.
Tenant: This is affecting our ability to serve our clients.
Agent: Noted. I will pass this along to the appropriate team.
Agent: They will take care of it when they are next in the area.
Tenant: I appreciate the help, really.
Agent: Thank you for reporting this. We will keep you updated."
IP-202601-02603,2026-01-17 03:23:48,Tenant Support,VIP,Retail Store,Community Retail Strip,fire suppression system triggered incorrectly flooding the server room,high,critical,low,True,False,"Agent: Industrial Park Support Desk, how may I assist?
Tenant: I need to report a serious issue immediately.
Tenant: I demand to speak with someone who can actually fix this.
Tenant: We are experiencing fire suppression system triggered incorrectly flooding the server room.
Tenant: This has been going on for nearly a month now.
Tenant: It has not significantly affected our day-to-day work.
Tenant: We are considering escalating this formally given the lack of response.
Agent: I am very sorry to hear that. Let me get your details to assist you.
Agent: May I have your unit information?
Tenant: We are located in Community Retail Strip, retail store unit.
Tenant: We have identified a potential safety risk that requires urgent attention.
Agent: This is going to the top of the queue.
Agent: We will get someone to your unit as soon as possible today.
Tenant: I expect this to be resolved quickly.
Agent: Absolutely. We will keep you updated every step of the way."
IP-202602-02604,2026-02-05 02:38:48,Tenant Support,VIP,Retail Store,Retail Plaza Central,pest infestation spreading across multiple units,high,medium,medium,False,False,"Agent: Industrial Park Support, how can I help?
Tenant: Good morning. I am calling from our retail store in Retail Plaza Central.
Tenant: I wanted to give you some background first.
Tenant: For a few days, we started noticing pest infestation spreading across multiple units.
Tenant: Our team is struggling to maintain normal output levels.
Agent: Thank you for explaining. I am logging this now.
Tenant: No safety concerns have been flagged by our team at this stage.
Tenant: Our team has had to adjust how we operate because of this.
Agent: I am marking this as high priority and escalating to the maintenance manager.
Agent: We will have someone on-site within the hour.
Tenant: Thank you for your quick response.
Agent: Thank you for reporting this. We will keep you updated."
