ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
complaint,Broken projector,My presentation just crashed because my broken projector didn't work again! This is unacceptable!,conference room and meeting space management,,,,
inquiry,Broken Air Conditioning,My entire floor is sweltering! It's July outside but inside my apartment feels more like August without AC working since yesterday!,office utilities and building services,,,,
complaint,Broken Elevator,I'm really worried because my building's elevator stopped working last night; I can't get into upper floors now.,office leasing and tenant support,,,,
complaint,Disputed Property Tax Increase,I'm reaching out because my recent bill shows a significant increase in both commercial rate and property taxes without prior notice nor explanation as per local regulations. This sudden hike is causing financial strain on small businesses within the district.,business rates and property tax disputes,,,,
inquiry,Unauthorized Visitor Detected,My badge reader just stopped working; someone entered without proper clearance!,office security and visitor management,,,,
inquiry,Complaints About Office Air Conditioning,"I've noticed over the last few weeks there's been significant discomfort due to inadequate air conditioning at my desk location within Building A's west wing. Despite multiple requests through various channels including emails sent on April 5th, May 10th, June 15th, July 20th, August 25th, September 30th, October 14th, November 18th, December 22nd; there has yet to see substantial improvement nor acknowledgment regarding maintenance efforts.",office utilities and building services,,,,
inquiry,Complaints About Office Air Conditioning,"I'm reaching out because my air conditioning has stopped working since yesterday afternoon; despite multiple attempts at resetting, there's still no relief on these sweltering summer days.",office utilities and building services,,,,
complaint,Lease Renewal Confusion,I'm really unsure how my current year's rent is calculated; can someone explain? I thought I'd just pay more than last year but now I'm questioning if there's another fee involved.,office leasing and tenant support,,,,
inquiry,Pest Infestation,Seriously? A roach party at my desk now! I thought these were supposed to have professional extermination before moving in.,office leasing and tenant support,,,,
complaint,Elevator Outage,Our entire floor is stuck due to ongoing elevator outage; urgent repair needed.,office leasing and tenant support,,,,
complaint,Unresponsive Elevator,My floor's elevator isn't working since yesterday; can someone fix it?,office utilities and building services,,,,
complaint,Broken Air Conditioning,My AC stopped working last night; I can't stand these summer temperatures anymore!,office utilities and building services,,,,
complaint,Missed Cleaning Day,"Dear team, I noticed today there hasn't yet appeared signs indicating today's scheduled clean-up at my desk space within Zone A - Main Office Area. This is quite unusual as per usual routine; however, I'm reaching out hoping there's just a minor oversight on scheduling rather than neglecting service commitments.",office cleaning and janitorial services,,,,
inquiry,Unauthorized vehicle entry,I've noticed several unauthorized vehicles entering my designated space on multiple occasions.,office parking and access control,,,,
inquiry,Missing Parcel Delivery,I'm really worried because I ordered my package last Monday but haven't received anything yet. Can someone please tell me where mine is? I've checked all tracking numbers.,mail and courier services,,,,
inquiry,Lease Termination Notice Concern,Hey there! I just got my hands on what looks like a sudden move-out letter instead of rent payment reminder as usual? My landlord mentioned they might have sent out notices but I'm pretty sure I've never received anything before now. Can someone clarify what's going down here?,office leasing and tenant support,,,,
inquiry,Broken projector,Your broken projector ruined my presentation! Fix it NOW!,conference room and meeting space management,,,,
complaint,Printer Connectivity Issue,My laptop can't connect to the shared printer on my network anymore; I've tried restarting both devices but still get error messages.,IT and office technology support,,,,
complaint,Unrecognized Visitor Detected,My name is John Smith; I noticed someone unfamiliar entering my building today.,office security and visitor management,,,,
complaint,Unattended phone calls,Every time I leave my room unattended at night; someone answers! It's terrifying!,reception and front desk services,,,,
complaint,Lost Reservation Confirmation,"I'm deeply sorry, I seem to have misplaced my reservation confirmation email after checking into room 305 last night; can someone assist me?",reception and front desk services,,,,
inquiry,Conference Room Booking Error,I'm trying to book my usual Tuesday slot but keep getting told there's already another event scheduled there? Can someone explain what's going on?,conference room and meeting space management,,,,
complaint,Unrecognized Visitor Detected,We noticed someone on camera who doesn't match anyone listed as authorized visitors today at around noon. Can confirm they were wearing company attire but didn't have proper ID badge visible.,office security and visitor management,,,,
complaint,Inadequate Office Lighting,"During my recent visit post-renovation, I noticed several areas lack sufficient lighting which hampers productivity.",office fit-out and renovation,,,,
inquiry,Printer Connectivity Issue,My printer won't connect despite multiple attempts; urgent assistance needed.,IT and office technology support,,,,
complaint,Visitor Badge System Glitch,I'm really puzzled because my badge isn't letting me into meetings today; I checked twice but still can't get access.,office security and visitor management,,,,
complaint,Faulty Air Conditioning Unit,This is absolutely unacceptable! My office space has suffered without air conditioning since last Monday due to maintenance neglect on your part. I demand immediate repair service as my work environment becomes increasingly unbearable each passing hour.,commercial property and workspace rental,,,,
inquiry,Issue with shared office space,"I'm really struggling here; my desk is always covered in someone else's stuff! I tried talking to other tenants but nobody seems willing to clean up after themselves. It's getting out of hand—papers everywhere, personal items left behind... Can anyone assist me? I'm at my wit's end!",commercial property and workspace rental,,,,
complaint,Faulty Air Conditioning Unit,Our AC has stopped working since yesterday afternoon; temperatures inside have risen significantly despite setting all thermostats correctly.,office utilities and building services,,,,
inquiry,Uncovered asbestos,"Oh great, just what I needed today - finding out my beloved home has hidden asbestos lurking around every corner.",office health and safety compliance,,,,
inquiry,Issue with Office Move-In,Hey there! We just moved into our new space on Maple Street today but there's definitely room for improvement here - none of my furniture fits through those narrow hallways as planned; they're too tight according to what I saw online before signing up.,office leasing and tenant support,,,,
complaint,Unrecognized Visitor Detected,Last evening I noticed someone unfamiliar entering my building without proper identification; I'm concerned as there have already been several such incidents.,office security and visitor management,,,,
complaint,Delayed Package Delivery,My package is overdue; I urgently require its contents.,mail and courier services,,,,
complaint,Branding Rights Dispute,Confused why my company's logo isn't on all signs as per lease agreement.,office leasing and tenant support,,,,
complaint,Unclear Safety Signage,I'm really lost here; where exactly should I put these new fire extinguishers?,office health and safety compliance,,,,
inquiry,Delayed Package Delivery,Hey there! I sent my package last Friday via express delivery but haven't received confirmation yet—it's now Monday without so much as a tracking update. Can someone look into why there's such a delay? Thanks!,mail and courier services,,,,
inquiry,Broken Elevator,"Oh great, just what I needed today - another broken elevator on my floor! Can someone finally fix these things?",commercial property and workspace rental,,,,
inquiry,Ceiling Leak Concern,"During recent renovations at my home office space within Suite A102, I have noticed persistent water dripping on the ceiling which seems unrelated to plumbing fixtures.",office fit-out and renovation,,,,
complaint,Inadequate Hand Sanitizer Stations,I'm reaching out because I've noticed there aren't enough hand sanitizer dispensers around my workspace; despite multiple requests over the last month.,office health and safety compliance,,,,
inquiry,Unsecured Visitor Entrance,My heart is racing because I just saw someone without proper identification entering through my building's main entrance! This has never happened before; I'm absolutely furious at how lax things have become around here!,office security and visitor management,,,,
inquiry,Inadequate Wi-Fi Connectivity,I've encountered persistent slow internet speeds since last Monday; my work is being severely impacted.,shared workspace and coworking,,,,
complaint,Unsecured Visitor Entrance,I've just returned home after work today! I found out someone left my door unlocked again at the front desk - twice now within weeks. This is unacceptable; I'm worried every time visitors come through without proper ID checks. We can't have people wandering around freely here!,office security and visitor management,,,,
inquiry,Inadequate Office Space,My new office space is too cramped; I expected more square footage.,commercial property and workspace rental,,,,
complaint,Broken Elevator,Our office on floor seven is stuck due to elevator failure; critical meetings can't proceed!,commercial property and workspace rental,,,,
complaint,Incorrect Guest Information,"Upon arrival at my reservation under Mr. Smith's name on April 5th, I discovered I'm listed as Mrs. Johnson instead.",reception and front desk services,,,,
complaint,Lost Reservation Confirmation,"I'm deeply sorry, I seem to have misplaced my reservation confirmation email after checking into room 305 last night; can someone assist me?",reception and front desk services,,,,
complaint,Printer connectivity failure,My printer just stopped working today; I can't seem to connect anything anymore.,IT and office technology support,,,,
complaint,Delayed HVAC Repairs,"Oh great, another glorious summer without air conditioning because apparently fixing things takes forever here at OfficeSpace Co-op. I swear if my coffee doesn't cool down soon I'm going stir-crazy! Your so-called prompt service is just as slow as last year's broken elevator.",office leasing and tenant support,,,,
inquiry,Wi-Fi Connectivity Issue,I'm currently working on Project X at my desk here but can't seem to connect to Wi-Fi despite multiple attempts using different devices. This is causing significant delays as I cannot access cloud-based resources needed urgently.,shared workspace and coworking,,,,
complaint,Blocked Office Entrance,My car is stuck at my usual spot; someone parked there all night.,office parking and access control,,,,
complaint,Restricted Access Issue,"I'm reaching out because I've encountered repeated difficulties accessing my designated spot at the main entrance due to malfunctioning gate controls since last Monday. Despite multiple attempts over several weeks now, I still can't get through without assistance every time I'm late arriving after lunch hours.",office parking and access control,,,,
complaint,Dispute on Rent Increase,Received notice today regarding my monthly lease; they want $200 more starting next month which wasn't agreed upon at signing.,office leasing and tenant support,,,,
complaint,Unannounced Landlord Visits,Hey there! I just noticed my boss popping into his office uninvited today while I'm working remotely on Zoom - totally slipped me mind since he's usually out until late hours after work. Thought I'd let him know because I've got meetings scheduled all afternoon; didn't want anyone barging through unexpectedly again.,office leasing and tenant support,,,,
complaint,Neglected Office Space,Seriously? Another coffee spill on my desk! I thought you'd finally get around to tackling these messes after all those promises.,office cleaning and janitorial services,,,,
complaint,Urgent printer malfunction,My team can't print reports anymore! We've tried everything but still getting error messages on all printers.,IT and office technology support,,,,
complaint,Inadequate Wi-Fi Connectivity,This is absolutely unacceptable! I've tried connecting my laptop multiple times today but keep getting dropped connections every few minutes. I can't work on anything important because I'm constantly losing internet access throughout different parts of the office space. This has never happened before at another location where you've provided service; what gives? It's incredibly frustrating!,shared workspace and coworking,,,,
complaint,Missed Cleaning Day,"We have noticed missing scheduled cleanings on consecutive weeks; specifically, Zone B's Sme Offices were overlooked last Monday.",office cleaning and janitorial services,,,,
complaint,Unrecognized Visitor Access,My colleague mentioned someone entered without badge; how do I confirm if they were authorized?,office security and visitor management,,,,
complaint,Inadequate Fire Extinguishers,I've noticed several fire extinguishers missing tags at my desk last Monday; I'm concerned they might have expired without anyone's knowledge. It's crucial these devices meet all regulations as they're essential for emergencies.,office health and safety compliance,,,,
complaint,Broken Elevator,"This is absolutely unacceptable! Our elevator has broken down again just as I have back-to-back meetings scheduled on different floors today. This isn't my second time reporting such poor maintenance here at Building X. I'm expecting immediate action; otherwise, I'll escalate this matter beyond these walls!",office building management and facilities,,,,
complaint,Printer Connectivity Issue,My laptop can't connect to the shared printer on my network.,IT and office technology support,,,,
complaint,Broken Elevator,I've noticed my elevator has stopped working since yesterday; can someone look into fixing it as soon as possible?,office building management and facilities,,,,
inquiry,Disputed Property Tax Increase,My property's assessed value has unexpectedly risen significantly last year without my consent; I believe there's been an error.,business rates and property tax disputes,,,,
complaint,Inadequate Office Lighting,This is unacceptable! My new workspace has terrible lighting; I can't even read my emails properly!,office fit-out and renovation,,,,
complaint,Conference Room Booking Error,I'm really puzzled because I booked Conference Room B last Friday at noon but received another booking notification today saying someone reserved my own spot! Can anyone explain why there's double-booking? I'm trying so hard here.,conference room and meeting space management,,,,
complaint,Dispute over shared driveway access,Hey there! My neighbor's new fence blocks my car into his side yard; can we sort out who gets what space?,office leasing and tenant support,,,,
complaint,Inadequate Wi-Fi Connectivity,I've encountered persistent slow internet speeds despite multiple attempts at troubleshooting.,shared workspace and coworking,,,,
complaint,Broken Elevator,I'm reaching out because my apartment's elevator has broken down again today; I've already called maintenance twice last month without resolution.,office building management and facilities,,,,
complaint,Printer Connectivity Issue,My laptop can't connect to the shared printer on my network.,IT and office technology support,,,,
complaint,Ignoring Safety Signs,"Oh great, another sign saying keep off wet floors? Because clearly someone forgot how many times they've walked right over those signs! And let's just ignore all these little puddles because apparently they don't want anyone getting hurt while trying to look stylish.",office health and safety compliance,,,,
complaint,Unrecognized Visitor Detected,Last evening I noticed someone unfamiliar entering my building without proper identification; I'm concerned as there have already been several such incidents.,office security and visitor management,,,,
complaint,Printer connectivity failure,My printer just stopped working today; I can't seem to connect anything anymore.,IT and office technology support,,,,
complaint,Broken Elevator,My floor's elevator stopped working again; can someone fix it?,office building management and facilities,,,,
complaint,Complaints About Office Air Conditioning,Hey there! I've noticed my AC has stopped working since yesterday afternoon; I'm sitting here sweating through what should have been cool weather today at work. It's really uncomfortable out there without proper air conditioning.,office utilities and building services,,,,
complaint,Printer Connectivity Issue,"I've encountered persistent problems connecting my laptop via USB cable; despite multiple attempts over several weeks now, every time I try printing documents directly through Windows Print Manager, I'm met with error messages indicating failure.",IT and office technology support,,,,
complaint,Broken Elevator,Our elevator has broken down again; please prioritize its repair as soon as possible.,office building management and facilities,,,,
inquiry,Pest Infestation Issue,Hey there! I've noticed quite a few creepy crawlies around my desk lately—it's getting out of hand fast here at [Company Name]. I have colleagues who keep finding bugs under furniture too; I'm starting to worry if there's more going on than just isolated incidents. Could someone look into what might be causing these pests? It's becoming uncomfortable working conditions.,office leasing and tenant support,,,,
inquiry,Broken Elevator,"Oh great, just what I needed today - another broken elevator! Can someone finally fix these things? It's either stairs all around now.",commercial property and workspace rental,,,,
complaint,Disputed Property Tax Increase,Received notice of unexpected $500 increase on my annual commercial rate; believe there's an error.,business rates and property tax disputes,,,,
inquiry,Unrecognized Visitor Detected,We have noticed several unregistered individuals entering through the main entrance today without proper identification badges.,office security and visitor management,,,,
complaint,Improper Ventilation,Our break room's ventilation is inadequate; employees have complained of stuffy air since last month.,office health and safety compliance,,,,
inquiry,Discrepancy in Security Deposit Deduction,"Hello, I recently moved out after my lease ended on June 30th at apartment number 501B. According to our initial agreement, there were supposed to be deductions made solely based upon damages beyond normal wear and tear; however, I've noticed several charges listed under maintenance fees which seem unrelated such as painting costs incurred before moving into the property last year. Could someone please clarify these unexpected expenses? I'm concerned they may have mistakenly included items related to previous tenants.",office leasing and tenant support,,,,
complaint,Inadequate Hand Sanitizer Stations,I'm concerned because there aren't enough hand sanitizer dispensers around my workspace; please address as soon as possible.,office health and safety compliance,,,,
inquiry,Broken Office Chair,Hey there! Just moved into my new desk space but found out I have a broken chair seat right away.,office fit-out and renovation,,,,
complaint,Inadequate Wi-Fi Connectivity,I've encountered persistent problems accessing reliable internet at my desk today; can someone assist me?,shared workspace and coworking,,,,
complaint,Broken Elevator,Our building's elevator is out since yesterday; I'm stuck on floor five!,office leasing and tenant support,,,,
complaint,Conference Room Booking Error,I'm really puzzled because I booked Conference Room B last Friday at noon but received another booking notification today saying someone reserved my own spot! Can anyone explain why there's double-booking? I'm trying so hard here.,conference room and meeting space management,,,,
complaint,Lease Renewal Delay,I'm reaching out because my annual review is approaching without confirmation on whether I'll continue under current terms; I expected communication earlier.,office leasing and tenant support,,,,
inquiry,Lease Term Discrepancy,Found my contract states different rent amount than what I signed.,office leasing and tenant support,,,,
complaint,Inadequate Wi-Fi Connectivity,This is ridiculous! I've tried connecting multiple times today but my internet keeps dropping out every few minutes while I'm working on client projects here at Central Hub Co-working Space.,shared workspace and coworking,,,,
inquiry,Unrecognized Visitor Detected,We have recently encountered several instances where individuals without proper identification were allowed entry into restricted areas within my company premises last Thursday afternoon. This has raised concerns regarding potential breaches of confidentiality agreements among staff members.,office security and visitor management,,,,
complaint,Disputed Property Tax Increase,I'm reaching out because my recent bill shows a significant increase in both commercial rate and property taxes without prior notice nor explanation as per local regulations. This sudden hike is causing financial strain on small businesses within the district.,business rates and property tax disputes,,,,
complaint,Noise Complaint Neighboring Tenant,I'm really struggling here; there's constant loud music coming up through my ceiling every night around midnight! It's affecting everyone's sleep on my side.,office leasing and tenant support,,,,
complaint,Lost Reservation Confirmation,"I'm deeply sorry, I seem to have misplaced my reservation confirmation email after checking into room 305 last night; can someone assist me?",reception and front desk services,,,,
complaint,Blocked Office Entrance,My car is stuck at my usual spot because someone parked there all night again; I can't get into work now.,office parking and access control,,,,
complaint,Unresponsive Elevator,I've tried pressing multiple times but my elevator isn't responding at all since yesterday afternoon.,office utilities and building services,,,,
inquiry,Disputed Property Tax Assessment,"Dear Sir/Madam, I am reaching out regarding my recent property assessment which seems significantly higher than expected based on market values around here. I've noticed similar properties being taxed at lower amounts within close proximity; hence I'm questioning if there might have been an error made against me as well? Could someone please review these discrepancies urgently?",business rates and property tax disputes,,,,
inquiry,Disputed Property Tax Increase,My property's assessed value has skyrocketed without my consent! I contest these new figures; they don't reflect market conditions nor improvements I've made.,business rates and property tax disputes,,,,
complaint,Unrecognized Visitor Detected,I'm reaching out because I noticed someone unfamiliar entering my building last night without proper identification; I'm concerned they might have bypassed our usual protocols.,office security and visitor management,,,,
inquiry,Inadequate Parking Space,I've noticed there's barely enough room at my office's parking spot since they expanded last month; I can't park without hitting others.,commercial property and workspace rental,,,,
inquiry,Confused About Office Layout,"I'm really puzzled because after moving my desk closer together as per instructions, I can't seem to find space anymore! Is there another way?",office fit-out and renovation,,,,
complaint,Faulty Air Conditioning Unit,"Dear Sir/Madam, I am reaching out regarding my office's air conditioning which has stopped working since last Monday despite multiple attempts at troubleshooting as per instructions provided on your website.",commercial property and workspace rental,,,,
inquiry,Missed Cleaning Day,Your service skipped my building's scheduled clean on Tuesday! This is unacceptable; I demand immediate rescheduling without additional charges!,office cleaning and janitorial services,,,,
inquiry,Missing Cleaning Day,Our conference room has accumulated dust after missing last week's scheduled clean-up.,office cleaning and janitorial services,,,,
inquiry,Issue with Office Desk Placement,"Dear Sir/Madam, I am reaching out regarding my recent experience at XYZ Corporation's new headquarters where I've noticed several desks have incorrect placement according to the provided floor plan. This misalignment has caused minor inconvenience as employees struggle to find suitable workstations due to space constraints around these areas. Could someone please address this matter promptly? Kind regards.",office fit-out and renovation,,,,
complaint,Complaints About Office Air Conditioning,Hey there! Our AC has decided to take a vacation without notice again today.,office utilities and building services,,,,
complaint,Late Parcel Delivery,This is absolutely unacceptable! My parcel arrived three whole business days late despite being promised delivery within yesterday's slot. I have urgent documents inside needing immediate attention at my office location downtown. This delay has caused me significant inconvenience as I'm now scrambling to find alternative solutions quickly.,mail and courier services,,,,
inquiry,Late Parcel Delivery,"Dear Support Team, I'm reaching out because my parcel arrived three business days late despite being scheduled as express delivery on April 5th. This delay has caused inconvenience since I needed its contents urgently. Sincerely, A Concerned Customer",mail and courier services,,,,
complaint,Ceiling Leak During Renovation,My ceiling has developed multiple leaks since yesterday's work began on my apartment’s new bathroom remodel! It's causing water damage already; I can't even dry out clothes properly now because they're getting soaked every time they hang up there!,office fit-out and renovation,,,,
complaint,Disputed Property Tax Increase,Hey there! I just got my latest bill shockingly high due to what seems like another unjustified increase on my property's taxes. I've always paid promptly but never expected such steep hikes year after year without clear reasons given back then. Can someone explain why there's suddenly more money being demanded? It's getting really frustrating.,business rates and property tax disputes,,,,
complaint,Confused Parking Signage,I'm really lost here; all these new signs around my building just don't make sense at all! Can someone explain what's going on?,office parking and access control,,,,
complaint,Neglected Office Space,"Oh great, another glorious Monday where my coffee mug is still dirty because apparently someone forgot how important cleanliness at work really is.",office cleaning and janitorial services,,,,
complaint,Broken Elevator,Our building's elevator has stopped working since last Monday; safety is my main concern.,office leasing and tenant support,,,,
complaint,Lost Luggage,My suitcase is missing since I checked into my hotel last night; I've already reported at the concierge's but haven't heard back yet.,reception and front desk services,,,,
inquiry,Urgent HVAC Issue,My apartment's air conditioning stopped working last night despite repeated calls over the weekend; I've never experienced anything so disruptive before! I urgently require someone to address my broken AC as I'm now facing unbearable heat.,office leasing and tenant support,,,,
complaint,Inadequate Wi-Fi Connectivity,Your so-so internet is driving me nuts! I can't work without reliable connection!,shared workspace and coworking,,,,
complaint,Parking Lot Chaos,Finally found my car after circling around twice! Who thought giving out free valet service would mean chaos?,office parking and access control,,,,
complaint,Missed Cleaning Day,I'm reaching out because my building's floor didn't get cleaned on Tuesday as scheduled; I noticed dust accumulation since then.,office cleaning and janitorial services,,,,
complaint,Lease Termination Notice Concern,"Dear Office Leasing Department, I am reaching out regarding my recent receipt of what appears to be a premature lease termination notice dated March 15th instead of April as per agreement terms on February 28th.",office leasing and tenant support,,,,
inquiry,Inadequate Office Space,I've recently moved into my new office space on Elm Street but found out there's barely enough room left after setting up all necessary equipment.,commercial property and workspace rental,,,,
complaint,Elevator Outage,"Dear Office Leasing Team, I am reaching out regarding the recent malfunctioning of the main lobby's elevators which has rendered my floor inaccessible since yesterday afternoon. This is causing significant inconvenience as several employees rely on these facilities daily.",office leasing and tenant support,,,,
complaint,Broken Elevator,Our elevator stopped working yesterday afternoon; nobody can get into upper floors now.,office building management and facilities,,,,
inquiry,Inadequate Office Space,My new office space is too cramped; I expected more square footage.,commercial property and workspace rental,,,,
complaint,Power Outage Disrupts Work,My laptop just died due to power outage; I can't continue my project without electricity! This is unacceptable as I've already paid monthly fees.,shared workspace and coworking,,,,
complaint,Elevator Malfunction,Our elevator has stopped working intermittently since yesterday afternoon; urgent repair needed.,office building management and facilities,,,,
inquiry,Unrecognized Visitor Detected,We noticed someone on our premises who doesn't match anyone listed as authorized visitors today.,office security and visitor management,,,,
inquiry,Broken Air Conditioning,This is absolutely unacceptable! I've paid my monthly fee expecting comfort but instead I'm sweating through every meeting today because someone forgot to fix the air conditioning last month as promised? I can't work efficiently under these conditions!,shared workspace and coworking,,,,
inquiry,Pest Infestation Concern,Hey there! We've got these creepy crawlies showing up around my desk lately—it's getting pretty unsettling.,office leasing and tenant support,,,,
complaint,Unauthorized Vehicle Parked,I've noticed my designated spot is blocked since last Monday; someone parked there without permission repeatedly.,office leasing and tenant support,,,,
inquiry,Ceiling Leak Concern,"During recent renovations at my home office space, I've noticed water dripping onto work surfaces; urgent attention required.",office fit-out and renovation,,,,
complaint,Broken projector,My presentation today is ruined because my laptop can't connect! This broken projector has caused me immense embarrassment!,conference room and meeting space management,,,,
complaint,Power Outage at Office,Our entire floor is without power since midnight; critical work can't continue!,office utilities and building services,,,,
inquiry,Unauthorized vehicle entry,I've noticed several unauthorized vehicles parked outside my designated space over the last few weeks despite having paid monthly fees.,office parking and access control,,,,
complaint,Broken Elevator,Hey there! Just moved into my new apartment on floor 10 last month but guess what? There's still NO elevator here at all since yesterday afternoon. It's super inconvenient because I have meetings upstairs every other day now. Can someone fix this ASAP?,office building management and facilities,,,,
complaint,Broken projector,Hey there! Our team can't start presentations because the projector just died mid-meeting.,conference room and meeting space management,,,,
inquiry,Elevator Malfunction,I've noticed my elevator has stopped working intermittently over the last three weeks; can someone look into fixing it?,office building management and facilities,,,,
complaint,Printer Connectivity Issue,"My printer just stopped working today! I tried everything - restarting both devices, checking cables... Nothing works anymore. This is critical as I'm preparing reports due tomorrow!",IT and office technology support,,,,
inquiry,Broken Elevator,My entire team is stuck on floor five because the elevator broke down again! This has happened three times already today alone!,office building management and facilities,,,,
complaint,Missed Cleaning Day,Our designated clean-up on Tuesday went unaddressed; please confirm if there were unforeseen circumstances.,office cleaning and janitorial services,,,,
complaint,Inadequate Hand Sanitizer Stations,I'm reaching out because I've noticed there aren't enough hand sanitizer dispensers around my workspace; despite multiple requests over the last month.,office health and safety compliance,,,,
inquiry,Disputed Utility Charge,"I've noticed my latest bill includes charges I believe were incorrectly applied; specifically, there's a $150 water/sewer fee despite having installed low-flow fixtures last month.",office leasing and tenant support,,,,
complaint,Ceiling Leak During Renovation,"During my last visit on Monday afternoon, I noticed water dripping onto my desk due to what seems to be leaking ceiling tiles right over where they were supposed to install new lighting fixtures. This is causing damage to documents stored nearby as I'm unable to move anything until repairs can commence.",office fit-out and renovation,,,,
complaint,Broken Office Chair,"My new ergonomic chair is supposed to help me work comfortably all day long! But every time I sit down after lunch, my back starts hurting immediately because there's clearly still broken springs inside. This isn't what I'm paying thousands for; I've never experienced such discomfort before at another workplace!",office fit-out and renovation,,,,
complaint,Unbearable Noise Levels,"Dear Office Leasing Team, I can't believe I'm even typing out such nonsense anymore! It's as if my neighbors on Floor 5 decided karaoke is now part of daily life at exactly midnight every night—loud enough to wake up dead people across town. I've tried everything; earplugs don't work against decibels set by rock bands rehearsing non-stop. This isn't just annoying—it’s downright disruptive. Can someone do anything here? Or am I expected to become nocturnal myself?",office leasing and tenant support,,,,
complaint,Lost Luggage,My suitcase is missing since I arrived at my hotel today; I've checked all rooms but can't find anything.,reception and front desk services,,,,
complaint,Printer malfunction,This is absolutely ridiculous! My printer has stopped working out of nowhere today while I'm printing important documents needed immediately at work. I've tried restarting multiple times but still can't get anything printed. I demand immediate assistance; my productivity depends on fixing this ASAP!,IT and office technology support,,,,
complaint,Complaints About Office Air Conditioning,Our air conditioning has stopped working again; very uncomfortable without AC.,office utilities and building services,,,,
inquiry,Missing Parcel Delivery,My package is overdue; I urgently require its contents as they contain essential medication.,mail and courier services,,,,
inquiry,Unauthorized vehicle entry,My car's license plate is missing; someone parked here last night without permission. I checked all cameras but couldn't find anything suspicious on footage.,office parking and access control,,,,
complaint,Urgent printer malfunction,My team can't print reports anymore! We've tried everything but still getting error messages on all printers.,IT and office technology support,,,,
complaint,Faulty Air Conditioning Unit,Hey there! Just moved into my new office space last month but I've run straight into trouble - the air conditioning is busted on hot summer afternoons. It's pretty unbearable without AC at work; I'm sweating buckets here every time I step outside onto those scorching sidewalks.,commercial property and workspace rental,,,,
complaint,Broken Elevator,This broken elevator is unacceptable! I've reported multiple times but still can't access my floor on time every workday!,office building management and facilities,,,,
inquiry,Elevator Malfunction,I've noticed my elevator has stopped working intermittently over the last few weeks on floors C and D; can someone look into fixing these frequent malfunctions?,office building management and facilities,,,,
complaint,Unclean Shared Kitchen,I've noticed mold growing on surfaces around the communal fridge; please address maintenance urgently.,office leasing and tenant support,,,,
inquiry,Issue with shared office space,"I've encountered several problems at my rented desk within the open-plan section on floor three; there's persistent noise due to ongoing construction nearby which disrupts meetings regularly scheduled there. Additionally, I've noticed water stains appearing under desks suggesting potential leaks—this has never happened before despite being assured otherwise upon signing up.",commercial property and workspace rental,,,,
complaint,Inadequate Parking Space,"Dear Management Team, I'm reaching out regarding my recent experience at the downtown office space I rented last month. Unfortunately, I've found myself struggling due to insufficient parking availability around the building's entrance. This has caused significant inconvenience as I'm unable to secure adequate spots each time after work hours. Given these circumstances, I'd appreciate if there might have been arrangements made previously which were overlooked upon signing up? A solution would greatly enhance convenience for all tenants who share similar concerns.",commercial property and workspace rental,,,,
complaint,Incorrect Guest Information,"Hello, I recently stayed at your hotel under my name John Smith; however, upon checking out today, I've noticed on my bill there's another guest listed as Jane Doe who never checked into her room. This seems quite unusual since I'm certain there were always just myself staying here throughout my stay last weekend.",reception and front desk services,,,,
complaint,Delayed Parcel Delivery,"My parcel tracking number ABC123456 has shown as delivered on March 15th; however, I have yet received my package despite multiple inquiries.",mail and courier services,,,,
complaint,Inaccessible Parking Spot,I've noticed my usual spot is blocked today due to maintenance work on adjacent spaces; I usually park there as I'm closest to building entrance A. This has caused me significant inconvenience since I've arrived late twice already because finding another space took too long.,office parking and access control,,,,
complaint,Lease Terms Discrepancy,"Upon reviewing my signed agreement versus actual space provided, I noticed significant discrepancies regarding designated square footage.",office leasing and tenant support,,,,
complaint,Unsafe Office Equipment,My chair broke today; I can't work safely anymore!,office health and safety compliance,,,,
complaint,Inadequate Hand Sanitizer Stations,I'm reaching out because I've noticed there aren't enough hand sanitizer dispensers around my workspace; despite multiple requests over the last month.,office health and safety compliance,,,,
complaint,Printer Connectivity Issue,Our HP OfficeJet Pro series printer is intermittently losing connection despite being on the same network as other devices.,IT and office technology support,,,,
complaint,Lost Luggage,My suitcase is missing since I checked into my hotel last night! I've already called multiple times but nobody has responded yet. This situation needs immediate attention as I'm running out of clothes!,reception and front desk services,,,,
inquiry,Broken Elevator,I'm reaching out because my apartment's elevator has stopped working since yesterday evening; I really appreciate if someone can look into fixing it as soon as possible.,office building management and facilities,,,,
complaint,Unclear Move-In Instructions,I'm really lost here; they gave me different dates on what I can start using my new space.,office leasing and tenant support,,,,
complaint,Missed Cleaning Day,"We have noticed missing scheduled cleanings on consecutive weeks; specifically, Zone B's Sme Offices were overlooked last Monday.",office cleaning and janitorial services,,,,
complaint,Faulty Air Conditioning Unit,Our AC has stopped working since yesterday afternoon; temperatures inside have risen significantly despite setting all thermostats correctly.,office utilities and building services,,,,
complaint,Complaints About Office Air Conditioning,"Our air conditioning has stopped working since yesterday afternoon; despite multiple calls over the last three hours, there is still no resolution.",office utilities and building services,,,,
complaint,Complaints About Office Air Quality,I've noticed persistent mold growth on my desk despite repeated complaints.,office building management and facilities,,,,
complaint,Faulty Air Conditioning Unit,My office space's air conditioning has broken down again; I urgently require assistance as my team is struggling without proper climate control.,commercial property and workspace rental,,,,
