ticket_id,ticket_type,ticket_details,issue_category,business_impact,safety_concern
cx00743,Complaint,"We hope you are doing well. For some time now, it has become apparent that the unauthorized entry persists within our premises. The issue seems more noticeable during peak hours. The impact has been manageable so far. We look forward to your support in resolving this.",unauthorized entry,low,False
cx00713,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",cleaning deficiency,medium,False
cx01662,Complaint,"We hope you are doing well. During our regular operations, we identified that the elevator outage persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. We look forward to your support in resolving this.",elevator outage,medium,False
cx00205,Complaint,"Over the past few days, we have observed that the elevator outage persists within our premises. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",elevator outage,medium,False
cx02091,Complaint,"Good afternoon, For some time now, it has become apparent that the staff conduct issue persists within our premises. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",staff conduct issue,low,False
cx01637,Complaint,"Hello, Recently, our team noticed that the fire alarm fault persists within our premises. It is not isolated to a single occurrence. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",fire alarm fault,high,True
cx02846,Complaint,"For some time now, it has become apparent that the parking allocation issue persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",parking allocation issue,high,True
cx01620,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the hvac system malfunction persists within our premises. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",HVAC system malfunction,medium,False
cx02898,Complaint,"We hope you are doing well. During our regular operations, we identified that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",lighting failure,high,False
cx02535,Complaint,"Hello, For some time now, it has become apparent that the delivery delay persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",delivery delay,medium,False
cx01565,Complaint,"We hope you are doing well. For some time now, it has become apparent that the billing discrepancy persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",billing discrepancy,medium,True
cx02738,Complaint,"Recently, our team noticed that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",cleaning deficiency,low,False
cx00339,Complaint,"We hope you are doing well. For some time now, it has become apparent that the server room overheating persists within our premises. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",server room overheating,medium,False
cx01122,Complaint,"Good afternoon, Over the past few days, we have observed that the power instability persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",power instability,medium,False
cx01199,Complaint,"We hope you are doing well. Over the past few days, we have observed that the cleaning deficiency persists within our premises. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",cleaning deficiency,medium,False
cx00358,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the staff conduct issue persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",staff conduct issue,medium,False
cx01075,Complaint,"We hope you are doing well. Over the past few days, we have observed that the internet disruption persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",internet disruption,medium,False
cx00735,Complaint,"During our regular operations, we identified that the staff conduct issue persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",staff conduct issue,medium,False
cx01208,Complaint,"Hello, For some time now, it has become apparent that the loading dock obstruction persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",loading dock obstruction,medium,False
cx00593,Complaint,"Recently, our team noticed that the fire alarm fault persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",fire alarm fault,medium,False
cx00902,Complaint,"Good afternoon, Over the past few days, we have observed that the power instability persists within our premises. The disruption remains limited at this stage. We trust this can be addressed promptly.",power instability,low,False
cx01827,Complaint,"During our regular operations, we identified that the access control malfunction persists within our premises. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",access control malfunction,high,False
cx01875,Complaint,"We hope you are doing well. During our regular operations, we identified that the elevator outage persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",elevator outage,medium,True
cx00531,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the billing discrepancy persists within our premises. This appears to be affecting multiple areas within the unit. The disruption remains limited at this stage. We trust this can be addressed promptly.",billing discrepancy,low,False
cx01896,Complaint,"Good afternoon, Over the past few days, we have observed that the water leakage persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",water leakage,low,False
cx02283,Complaint,"Hello, During our regular operations, we identified that the power instability persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We look forward to your support in resolving this.",power instability,medium,False
cx01521,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the server room overheating persists within our premises. This appears to be affecting multiple areas within the unit. We are currently unable to continue normal business activities. We would appreciate your assistance in resolving this matter.",server room overheating,high,True
cx02418,Complaint,"We hope you are doing well. For some time now, it has become apparent that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",noise disturbance,medium,False
cx02297,Complaint,"Over the past few days, we have observed that the internet disruption persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We trust this can be addressed promptly.",internet disruption,low,False
cx02819,Complaint,"Over the past few days, we have observed that the fire alarm fault persists within our premises. It is not isolated to a single occurrence. As a result, our operations have come to a halt. We trust this can be addressed promptly.",fire alarm fault,high,False
cx00131,Complaint,"Hello, During our regular operations, we identified that the security concern persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",security concern,medium,False
cx00491,Complaint,"During our regular operations, we identified that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. We would appreciate your assistance in resolving this matter.",noise disturbance,high,True
cx00046,Complaint,"We hope you are doing well. Over the past few days, we have observed that the server room overheating persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",server room overheating,low,False
cx02911,Complaint,"Over the past few days, we have observed that the power instability persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",power instability,low,True
cx01864,Complaint,"Recently, our team noticed that the elevator outage persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",elevator outage,medium,False
cx00842,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the access control malfunction persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. We trust this can be addressed promptly.",access control malfunction,low,False
cx02539,Complaint,"During our regular operations, we identified that the internet disruption persists within our premises. The condition has not resolved despite initial adjustments. The disruption remains limited at this stage. We look forward to your support in resolving this.",internet disruption,low,True
cx00338,Complaint,"We hope you are doing well. During our regular operations, we identified that the security concern persists within our premises. The condition has not resolved despite initial adjustments. The disruption remains limited at this stage. We trust this can be addressed promptly.",security concern,low,False
cx00777,Complaint,"During our regular operations, we identified that the plumbing blockage persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. We look forward to your support in resolving this.",plumbing blockage,low,False
cx02953,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the maintenance backlog persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",maintenance backlog,low,True
cx00185,Complaint,"We hope you are doing well. During our regular operations, we identified that the water leakage persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",water leakage,low,False
cx02914,Complaint,"Good afternoon, Recently, our team noticed that the delivery delay persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",delivery delay,medium,False
cx01073,Complaint,"During our regular operations, we identified that the staff conduct issue persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",staff conduct issue,medium,False
cx02927,Complaint,"Over the past few days, we have observed that the water leakage persists within our premises. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",water leakage,medium,False
cx01804,Complaint,"Recently, our team noticed that the water leakage persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",water leakage,medium,True
cx00995,Complaint,"Good afternoon, Recently, our team noticed that the power instability persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We trust this can be addressed promptly.",power instability,medium,False
cx02697,Complaint,"Good afternoon, During our regular operations, we identified that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",noise disturbance,medium,False
cx02236,Complaint,"We hope you are doing well. During our regular operations, we identified that the staff conduct issue persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",staff conduct issue,medium,False
cx00321,Complaint,"Good afternoon, Recently, our team noticed that the lighting failure persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We trust this can be addressed promptly.",lighting failure,medium,True
cx00825,Complaint,"Hello, During our regular operations, we identified that the elevator outage persists within our premises. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",elevator outage,medium,False
cx01595,Complaint,"We hope you are doing well. For some time now, it has become apparent that the internet disruption persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",internet disruption,low,False
cx02885,Complaint,"Hello, Recently, our team noticed that the security concern persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",security concern,medium,False
cx01652,Complaint,"Hello, For some time now, it has become apparent that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",noise disturbance,medium,False
cx00067,Complaint,"Hello, During our regular operations, we identified that the water leakage persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",water leakage,low,False
cx02009,Complaint,"For some time now, it has become apparent that the cleaning deficiency persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",cleaning deficiency,medium,False
cx01212,Complaint,"Over the past few days, we have observed that the unauthorized entry persists within our premises. The disruption remains limited at this stage. We look forward to your support in resolving this.",unauthorized entry,low,False
cx02191,Complaint,"During our regular operations, we identified that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",cleaning deficiency,medium,True
cx00555,Complaint,"We hope you are doing well. Over the past few days, we have observed that the unauthorized entry persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",unauthorized entry,high,True
cx00818,Complaint,"We hope you are doing well. For some time now, it has become apparent that the internet disruption persists within our premises. This appears to be affecting multiple areas within the unit. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",internet disruption,high,True
cx01192,Complaint,"Hello, Over the past few days, we have observed that the access control malfunction persists within our premises. The condition has not resolved despite initial adjustments. The disruption remains limited at this stage. We trust this can be addressed promptly.",access control malfunction,low,False
cx01773,Complaint,"Over the past few days, we have observed that the unauthorized entry persists within our premises. There have been delays in routine activities. Kindly review and advise on the next steps.",unauthorized entry,medium,False
cx01785,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the security concern persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",security concern,medium,False
cx00512,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the plumbing blockage persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",plumbing blockage,medium,False
cx00719,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the power instability persists within our premises. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",power instability,high,True
cx00849,Complaint,"Good afternoon, Recently, our team noticed that the access control malfunction persists within our premises. This appears to be affecting multiple areas within the unit. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",access control malfunction,high,False
cx01550,Complaint,"Good afternoon, Over the past few days, we have observed that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",lighting failure,low,False
cx00386,Complaint,"Hello, Recently, our team noticed that the security concern persists within our premises. The disruption remains limited at this stage. We look forward to your support in resolving this.",security concern,low,False
cx02284,Complaint,"We hope you are doing well. During our regular operations, we identified that the power instability persists within our premises. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",power instability,low,False
cx00634,Complaint,"We hope you are doing well. During our regular operations, we identified that the loading dock obstruction persists within our premises. There have been delays in routine activities. We look forward to your support in resolving this.",loading dock obstruction,medium,False
cx01493,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the water leakage persists within our premises. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",water leakage,medium,False
cx02266,Complaint,"During our regular operations, we identified that the hvac system malfunction persists within our premises. The impact has been manageable so far. We trust this can be addressed promptly.",HVAC system malfunction,low,False
cx00599,Complaint,"For some time now, it has become apparent that the billing discrepancy persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",billing discrepancy,high,False
cx01888,Complaint,"Hello, During our regular operations, we identified that the power instability persists within our premises. The disruption remains limited at this stage. Kindly review and advise on the next steps.",power instability,low,False
cx02213,Complaint,"During our regular operations, we identified that the cleaning deficiency persists within our premises. The disruption remains limited at this stage. Kindly review and advise on the next steps.",cleaning deficiency,low,False
cx00058,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the cleaning deficiency persists within our premises. As a result, our operations have come to a halt. We look forward to your support in resolving this.",cleaning deficiency,high,False
cx01514,Complaint,"Good afternoon, Recently, our team noticed that the hvac system malfunction persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. Kindly review and advise on the next steps.",HVAC system malfunction,medium,False
cx01874,Complaint,"We hope you are doing well. During our regular operations, we identified that the cleaning deficiency persists within our premises. The condition has not resolved despite initial adjustments. As a result, our operations have come to a halt. We look forward to your support in resolving this.",cleaning deficiency,high,False
cx01062,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the power instability persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",power instability,low,False
cx00299,Complaint,"We hope you are doing well. During our regular operations, we identified that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. The disruption remains limited at this stage. We trust this can be addressed promptly.",noise disturbance,low,False
cx04887,Inquiry,We hope you are doing well. We would like clarification regarding parking regulations. Kindly advise us on the appropriate steps moving forward.,parking regulations,,
cx01710,Complaint,"Hello, During our regular operations, we identified that the server room overheating persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We trust this can be addressed promptly.",server room overheating,medium,False
cx00988,Complaint,"We hope you are doing well. During our regular operations, we identified that the staff conduct issue persists within our premises. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",staff conduct issue,low,False
cx00238,Complaint,"Good afternoon, During our regular operations, we identified that the internet disruption persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",internet disruption,medium,False
cx01497,Complaint,"We hope you are doing well. During our regular operations, we identified that the delivery delay persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",delivery delay,medium,False
cx01801,Complaint,"Good afternoon, During our regular operations, we identified that the access control malfunction persists within our premises. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",access control malfunction,medium,False
cx02092,Complaint,"Hello, Over the past few days, we have observed that the cleaning deficiency persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",cleaning deficiency,high,True
cx01919,Complaint,"Good afternoon, Recently, our team noticed that the cleaning deficiency persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",cleaning deficiency,medium,False
cx02695,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the lighting failure persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",lighting failure,low,False
cx02658,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the power instability persists within our premises. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",power instability,high,False
cx01042,Complaint,"Good afternoon, During our regular operations, we identified that the billing discrepancy persists within our premises. The disruption remains limited at this stage. Kindly review and advise on the next steps.",billing discrepancy,low,False
cx00721,Complaint,"Over the past few days, we have observed that the staff conduct issue persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",staff conduct issue,low,False
cx02542,Complaint,"Good afternoon, Recently, our team noticed that the internet disruption persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. Kindly review and advise on the next steps.",internet disruption,low,False
cx02198,Complaint,"Hello, During our regular operations, we identified that the maintenance backlog persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",maintenance backlog,medium,False
cx01673,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the cleaning deficiency persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",cleaning deficiency,high,False
cx01530,Complaint,"Good afternoon, For some time now, it has become apparent that the unauthorized entry persists within our premises. This appears to be affecting multiple areas within the unit. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",unauthorized entry,high,True
cx02192,Complaint,"We hope you are doing well. Over the past few days, we have observed that the delivery delay persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",delivery delay,medium,False
cx00489,Complaint,"We hope you are doing well. During our regular operations, we identified that the lighting failure persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",lighting failure,low,False
cx00340,Complaint,"Over the past few days, we have observed that the billing discrepancy persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",billing discrepancy,high,True
cx00897,Complaint,"Hello, For some time now, it has become apparent that the security concern persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",security concern,medium,False
cx00726,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the fire alarm fault persists within our premises. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",fire alarm fault,low,True
cx01739,Complaint,"Over the past few days, we have observed that the power instability persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",power instability,medium,False
cx01242,Complaint,"We hope you are doing well. Recently, our team noticed that the parking allocation issue persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",parking allocation issue,low,False
cx00888,Complaint,"Over the past few days, we have observed that the fire alarm fault persists within our premises. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",fire alarm fault,medium,False
cx01681,Complaint,"We hope you are doing well. For some time now, it has become apparent that the server room overheating persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",server room overheating,medium,False
cx01575,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the loading dock obstruction persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",loading dock obstruction,low,False
cx01687,Complaint,"Recently, our team noticed that the noise disturbance persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",noise disturbance,high,True
cx01596,Complaint,"Hello, Over the past few days, we have observed that the internet disruption persists within our premises. The issue seems more noticeable during peak hours. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",internet disruption,high,False
cx02493,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the cleaning deficiency persists within our premises. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",cleaning deficiency,high,True
cx00976,Complaint,"We hope you are doing well. During our regular operations, we identified that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",noise disturbance,medium,False
cx01461,Complaint,"Good afternoon, During our regular operations, we identified that the maintenance backlog persists within our premises. The condition has not resolved despite initial adjustments. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",maintenance backlog,low,False
cx00005,Complaint,"Hello, During our regular operations, we identified that the staff conduct issue persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",staff conduct issue,low,False
cx02348,Complaint,"We hope you are doing well. During our regular operations, we identified that the delivery delay persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",delivery delay,high,False
cx00922,Complaint,"Hello, During our regular operations, we identified that the access control malfunction persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",access control malfunction,medium,False
cx00541,Complaint,"We hope you are doing well. For some time now, it has become apparent that the staff conduct issue persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",staff conduct issue,medium,False
cx02171,Complaint,"Hello, For some time now, it has become apparent that the lighting failure persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",lighting failure,high,False
cx02289,Complaint,"We hope you are doing well. Over the past few days, we have observed that the fire alarm fault persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We trust this can be addressed promptly.",fire alarm fault,high,False
cx02906,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the plumbing blockage persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",plumbing blockage,medium,True
cx00443,Complaint,"Hello, Over the past few days, we have observed that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. As a result, our operations have come to a halt. We trust this can be addressed promptly.",noise disturbance,high,False
cx01278,Complaint,"We hope you are doing well. During our regular operations, we identified that the maintenance backlog persists within our premises. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",maintenance backlog,high,False
cx01850,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",cleaning deficiency,low,False
cx00678,Complaint,"During our regular operations, we identified that the delivery delay persists within our premises. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",delivery delay,high,True
cx01167,Complaint,"Good afternoon, During our regular operations, we identified that the fire alarm fault persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We trust this can be addressed promptly.",fire alarm fault,low,False
cx02040,Complaint,"During our regular operations, we identified that the water leakage persists within our premises. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",water leakage,medium,False
cx01113,Complaint,"Good afternoon, Recently, our team noticed that the noise disturbance persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",noise disturbance,low,False
cx00506,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the internet disruption persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",internet disruption,low,False
cx00022,Complaint,"Good afternoon, Recently, our team noticed that the noise disturbance persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",noise disturbance,medium,True
cx02128,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the elevator outage persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We look forward to your support in resolving this.",elevator outage,medium,True
cx01204,Complaint,"Over the past few days, we have observed that the cleaning deficiency persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",cleaning deficiency,medium,True
cx01095,Complaint,"Over the past few days, we have observed that the server room overheating persists within our premises. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",server room overheating,medium,False
cx02633,Complaint,"Recently, our team noticed that the access control malfunction persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",access control malfunction,high,False
cx01921,Complaint,"We hope you are doing well. Recently, our team noticed that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",lighting failure,high,False
cx00828,Complaint,"Recently, our team noticed that the staff conduct issue persists within our premises. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",staff conduct issue,high,False
cx01999,Complaint,"Good afternoon, For some time now, it has become apparent that the loading dock obstruction persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",loading dock obstruction,high,False
cx00806,Complaint,"Over the past few days, we have observed that the parking allocation issue persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",parking allocation issue,medium,False
cx02545,Complaint,"Good afternoon, Over the past few days, we have observed that the lighting failure persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. We would appreciate your assistance in resolving this matter.",lighting failure,high,True
cx02030,Complaint,"We hope you are doing well. During our regular operations, we identified that the access control malfunction persists within our premises. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",access control malfunction,low,True
cx00218,Complaint,"We hope you are doing well. During our regular operations, we identified that the fire alarm fault persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. We look forward to your support in resolving this.",fire alarm fault,low,False
cx01535,Complaint,"Over the past few days, we have observed that the delivery delay persists within our premises. The impact has been manageable so far. We look forward to your support in resolving this.",delivery delay,low,False
cx02583,Complaint,"We hope you are doing well. Recently, our team noticed that the plumbing blockage persists within our premises. This appears to be affecting multiple areas within the unit. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",plumbing blockage,high,False
cx02282,Complaint,"Good afternoon, For some time now, it has become apparent that the delivery delay persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",delivery delay,medium,False
cx00147,Complaint,"Hello, During our regular operations, we identified that the server room overheating persists within our premises. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",server room overheating,medium,False
cx02861,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the cleaning deficiency persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",cleaning deficiency,high,False
cx00150,Complaint,"Hello, Recently, our team noticed that the unauthorized entry persists within our premises. The issue seems more noticeable during peak hours. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",unauthorized entry,high,False
cx02670,Complaint,"We hope you are doing well. Recently, our team noticed that the security concern persists within our premises. The disruption remains limited at this stage. We look forward to your support in resolving this.",security concern,low,True
